Call ID,Customer ID,Abandoned,Abandonment Reason,Call Duration Before Abandonment (mins)
7c622374-e82a-4fda-b5dd-30d8f58116d1,a384c5bb-e63d-447b-b623-cc1fe21663dc,True,Not Interested,
e9a9fad7-2a8b-4189-87b2-7ffb71355752,2814813d-91b9-43e0-844e-bb7ae208accc,False,Answered by Wrong Department,
4b7861f1-0da9-42bd-89e4-32fb839e6e93,e4e1a21c-abc7-4bf2-a709-e4820bb83f7a,False,Answered by Wrong Department,
261ffd2a-bd46-4b56-bcae-22c884fb43eb,2463eb97-9589-4472-80b7-23c6e98989d8,False,Not Interested,3.0
1a44e729-573f-47e5-9c87-dc4633ff7b6b,bc57da95-f4ea-439a-988d-f4057b3fa8d0,False,Long Wait Time,
a05ef2c9-aa2e-4788-9208-2e532fdf0bd7,b2d6adae-753b-45b2-9504-0fd4273af23c,False,Long Wait Time,
04245287-cd37-4611-a76b-5432bfaa3b37,b1df83ae-f84e-4bfb-b7f7-dd1759de4720,False,Not Interested,
95d8941f-f1bb-44f7-9400-48a1ddc60a5a,346f8226-2f7d-41cb-9d34-7385e0ede5fe,True,Answered by Wrong Department,1.0
64fe7318-ad0d-4d4e-b4d0-4df04b0bd74a,eb33ccc8-dae9-4df0-9425-0f24f9578c0a,False,Long Wait Time,3.0
95214a7b-a3ca-4277-aa66-86de06007517,164a5d33-2532-44ef-9eb1-a110d8d60708,False,Answered by Wrong Department,
26830803-6dac-4077-8dde-31b72b43b8e4,a1b634d1-2ac3-4c51-9a2c-7e117d12b0f8,True,Not Interested,
99d78898-e12a-45c1-baa3-562e53a75eb9,7d80bccb-fd70-4b68-b749-9793a1e0d635,True,Long Wait Time,
9e52bca2-8353-423f-9210-75240e2e9291,f79d1540-e5a1-4055-893c-a78fab29ba72,False,Long Wait Time,
71467723-76da-4f19-a80d-d7606b92cd4f,8e462d0e-cb43-4fbf-92fd-9c62b8a6c340,True,Not Interested,7.0
07a0957e-b399-43f1-bd4c-f3e96aba3e1e,34aab98c-db5d-4269-9fb2-55a37ad35b44,False,Long Wait Time,2.0
42118cf4-08c0-4c25-9a57-d74e51763008,6219a00f-b044-4904-bea6-99a9a2fd3d2a,False,Not Interested,
679a93ec-ff8e-423f-bcf6-8f1624b207ef,3ba05ece-740a-4983-b0c6-05ef76d491ef,True,Long Wait Time,
473dd65a-aa96-4567-b6fc-e1f1e21a2285,a5f6c76f-47e8-4618-9a61-a86e1177c293,False,Not Interested,3.0
9ea4c0cc-212b-4782-8b7b-779ecdf2cda4,43545a5a-f1ca-4a13-9c68-14ded88bf669,True,Long Wait Time,
2bc0aac6-db37-43bc-9c24-4d131eb97474,4a2e3ad1-91c2-4e41-a5dd-a6c264b77266,True,Not Interested,7.0
33a8651b-9be4-4588-a0cd-20ffa015d09c,db0474bb-bf43-49d5-a7b3-72669b863a62,False,Answered by Wrong Department,
d7997d8e-fbee-4046-984c-156dfc90a723,f7a5c7d6-733c-452d-a852-37ee8ad39c11,False,Not Interested,
86fbb65e-da9d-4840-af7e-06a84409b2e7,d6cffc3c-fddd-4d8b-9c18-910e5d940296,False,Not Interested,8.0
c7eddaa3-66fb-4a39-a2bd-3d3bc38066ce,4f19cf9b-27ba-4430-88d5-c0e49ecc35af,False,Not Interested,3.0
954e49b4-6171-4089-8afa-1f97d4e0f8fb,d9057fea-04ab-4d0d-b7e8-e60e3c231dfe,True,Long Wait Time,10.0
c9857283-b97c-4af2-b64b-bd824eb672cc,636479c1-219f-4766-b168-90e54b5cde27,False,Not Interested,10.0
887ced6d-ca6f-4618-ada2-df328e6d793b,33d3d2dd-ce24-4530-9e7c-ae5823ebccbb,False,Long Wait Time,7.0
dcad36f4-8e9b-4817-883a-e4c3aa2424a8,eb222e91-2b59-4498-9812-8bfc175a4b2a,True,Answered by Wrong Department,7.0
e1d4c20c-86aa-4aa3-adfa-9c9be69d30f4,c81ebb0f-eb73-4f77-96c6-d7cd2eb17fe3,True,Not Interested,
5237d35c-11be-4945-9c6e-5eebe46732f2,0722fc66-f05c-4b24-822f-ab6352ac3ca3,True,Answered by Wrong Department,6.0
6d92eb67-20ad-4902-9a77-651ba85d5e1e,4ea46ab5-d841-49d1-b851-2a2f1a43fee9,False,Not Interested,4.0
252b8256-0d80-44fd-a654-e2613f84ea0b,f0146c42-e05c-4699-a3c4-825f9aa23291,False,Not Interested,6.0
8160b31b-35bc-4680-a18a-31630a5ba62d,d220c06b-2dca-4abb-8d1c-aae6db7374ca,False,Long Wait Time,8.0
25066be5-7514-4fd1-89b3-dde86ee1b983,975a29ce-be76-49e0-b5e4-b251fc79001a,False,Long Wait Time,2.0
7115e549-dac0-4a46-b7b6-ce28e24ee4dd,e73d250c-8f22-4b14-84b8-584d2c567061,False,Long Wait Time,5.0
ac3613fa-7122-40a4-b429-e121c48a1205,7fcc3f13-d3cf-44af-a993-1bd60cfaa7dd,True,Long Wait Time,2.0
65935baa-1528-4766-9980-cd540584e0f3,b58230d9-cbda-47b6-8031-0efe5af3590e,True,Long Wait Time,6.0
5cccf0b4-9cce-4295-abd0-e6012bae68eb,4667b47f-2f6b-4e40-8c56-c170ace79619,True,Not Interested,8.0
728a6e9e-04d4-47b2-b425-9db09330ef8c,8dda3cd9-79e4-4c4b-bc5a-c1143a70c187,False,Long Wait Time,
54e1a9bc-0c37-4071-bc93-0f1c343684a6,c714008b-003e-45e8-8b2d-185191fd19e3,False,Long Wait Time,6.0
82d2ee5a-5145-4348-b499-20dbc20da025,72dc11f3-0924-481f-8dc7-2a116e21d2bb,True,Answered by Wrong Department,
edc5da95-5850-4883-b92a-0f3e23ac44a3,56f592d5-3ad3-4c5c-8434-8da224eb220b,True,Not Interested,4.0
d84215bb-78af-485e-b0ef-9696138281df,8291f77d-bc89-4982-8eb6-aedb13f95fe2,True,Not Interested,9.0
96c1cc82-9879-4131-8e34-e3fd8e1cdce2,2e270bb9-3c2e-4023-89e2-a28a31fecbd9,True,Answered by Wrong Department,6.0
84185a22-007b-4669-a241-6e47c0259a34,1a851e7b-be54-4dbe-8be9-1da204ed8184,False,Long Wait Time,
347449b0-20a2-4348-afd5-be83c7e41b98,161da7e5-5087-40c6-a54d-ee371bd510c4,True,Not Interested,
d25f7d06-0074-4086-a409-28a87714d40a,191c4006-d244-4ddd-ba2b-e862dc2453e1,True,Answered by Wrong Department,
f6a19d7f-499f-4b76-a8ef-e253bc84fd8b,517c7bac-65b0-4b15-8478-a789adf59140,True,Answered by Wrong Department,3.0
935cf96d-caca-4665-8fac-ad2094d03e6d,c6ff6ee6-8ccc-4943-8efe-58997aadb2ea,True,Long Wait Time,
aaf1a588-bce6-4d2a-8743-6fd73297ae1a,cfd93948-dfdb-45bd-a6c3-e3c83f3d99ae,False,Not Interested,10.0
fd5eb591-d564-419f-b1a5-e12cceff0590,2349ede2-5867-40d4-97ee-97c4f521605c,False,Answered by Wrong Department,3.0
8b77fa83-3778-479d-9635-4540773bf5f1,2ff8c4e4-8ab6-4b6f-bece-9281358aca44,False,Not Interested,
10c903a1-4f81-49b2-9dbc-2b2ff39820c2,8784c86a-7f3d-4f89-87b4-5a27f7fcf034,False,Long Wait Time,9.0
975f1475-e602-4ef2-aa22-b8e5f9a1126f,339e6b82-01db-4fa3-a36a-f2d2dfd272c8,False,Long Wait Time,8.0
009eb41d-a4d8-4efe-beb8-83ccdcdf8e53,3d6b6d79-de8e-4a46-95cb-37973cc35913,False,Long Wait Time,
e9be223a-bc75-45ea-b200-de94b498643a,715fcfaa-721f-4881-8ecc-4062e983cfdb,False,Long Wait Time,1.0
1d8396cb-ff48-4158-a947-b41a33a8e6d7,a7d8385c-4422-45eb-8e23-af7d8a58bf72,False,Not Interested,
abbbe3e9-0bc1-42e9-b768-2592a9c653f9,c9f7fb97-eaf4-4130-b69a-b2c1beb85fd4,True,Answered by Wrong Department,3.0
0e0df520-5150-4234-a5bd-1e73eaa0ac4a,221f9baf-57d2-4267-a35d-b31fded7d8d7,False,Long Wait Time,8.0
6bad5623-b080-47e2-a1f4-4d66b47e2dde,2a9e2496-0749-4305-9361-0e818b779264,False,Long Wait Time,
ff610fb1-1bfe-4394-a51f-8b53f9853d22,afabc818-ca4f-4331-8b39-181954d3bf6b,False,Not Interested,
b42bfbd0-32fb-4ecb-b991-dd66eb62b25b,b8925a5c-16d9-42f4-8236-0cbf1c3ea55e,False,Not Interested,3.0
0f758569-5bac-4f26-894d-be289961ffbf,2e34e5ab-a7dc-4a28-9e19-d9fbb44c7dcd,False,Long Wait Time,6.0
5546b9b9-be1b-4f2b-88b2-cb7b518ec7ee,b8c95da0-6db5-4b43-9c2a-ea0313c088d2,False,Answered by Wrong Department,
b1a48fe5-9011-4753-b902-236e7e6542f5,c256e364-3d1b-4d35-aa07-1b977def40b6,False,Long Wait Time,10.0
5efad58b-5ad2-4387-9853-903b19e24351,8d0c38ba-6eae-4a4d-9fc8-839fc4d5869e,True,Not Interested,
98cecda6-4a8f-47df-8286-02aec56f742c,e3c67463-36d3-4dfc-8bc8-e833235083c7,False,Not Interested,
b135aa9e-4716-451c-85ce-6df66cab4b22,e7255535-168d-49d2-a614-52b4d4443a7e,True,Long Wait Time,3.0
f98d4510-dcdc-4070-ac41-4864f36b9f0e,0fe999fd-fe4f-4d9c-a1ac-e658d0c4f87c,False,Not Interested,
d946ba93-e47a-4a5e-a8c4-53d0719b49c0,1f4b4251-df4d-4564-ba4b-3a0ffa190fd2,False,Long Wait Time,8.0
9fd7d371-37ea-4bec-bf98-091b7126e23e,b338a913-51ef-4da9-933e-5bf8e0d887f8,False,Not Interested,8.0
ff6911b2-7696-493c-ba53-1e5beafbb804,95bae039-722b-495d-95ce-57e72d7762a6,False,Not Interested,10.0
7a504476-579e-4b57-b358-655c72462bad,add5d4cb-f239-4834-b407-f8fc7b6b5bda,False,Not Interested,2.0
8985930b-57fd-4054-a474-b217722d2f35,8c8cd5b8-e153-4d76-a1be-bd63e62c774f,False,Not Interested,3.0
08f3abd1-e284-4bf9-a764-1290c6aea81e,4f19edc4-05d4-4052-afc5-6a9734f821ac,True,Long Wait Time,9.0
1eff292a-08ea-4505-b8bd-70df23d9a2b0,52d30867-006c-4c89-b794-0cb58fad5c05,True,Answered by Wrong Department,
dcaf5c37-2f66-4abc-8a5d-bc4912e2c055,5a126455-fecd-48f5-a8f3-1ea9442d5ed2,False,Long Wait Time,
a9644d98-e0c6-4419-b301-778217f1b359,8644bb21-b32a-49cb-8058-b085f1b5a1da,True,Answered by Wrong Department,6.0
c27a5f5d-6563-44d0-a5e5-38931b4e3bbc,3efc92e4-657d-44fd-964d-12afc4617956,False,Answered by Wrong Department,7.0
cf5e804f-9480-4d0e-b9c0-15e8a3f8980a,94450d44-04cc-45b8-a87a-df53b13ffcbf,False,Not Interested,9.0
097365b2-650d-460e-bc2f-33e23144b9a2,5fa3ab40-d79a-46e7-b1aa-7e7983957f4c,True,Not Interested,
0aa64eba-de1a-4d1b-be6f-641e939ee455,b988b594-6628-4de6-8ce2-20c27a994dfe,True,Not Interested,
512286aa-82b0-4b15-a48c-476337c26b8b,c03b3b74-253d-47b5-b3b0-793d43874410,False,Answered by Wrong Department,10.0
86c369d5-c814-4d80-a143-63f41d76f9d9,edf3d1e9-c221-4c90-8a4f-691a1832115b,False,Not Interested,2.0
308abb74-6bb3-441f-b201-bf281544553d,27f63705-60ea-4a3d-addf-e709627c7621,False,Not Interested,4.0
e5abff40-9a0c-47dd-8cde-ca91158e024f,8222077f-b8ac-48bb-8058-8005054df636,False,Not Interested,2.0
c2fe4ab2-49d4-4205-80d4-8cb796d393b1,51a2c481-2525-45e8-9856-1d5002b493e7,False,Answered by Wrong Department,1.0
a2805dbf-91c9-4c03-97a4-7e7858022f62,feec8e51-7332-4414-bb5c-8e4d01266e45,True,Not Interested,7.0
7b932779-0b37-44ed-a20f-cf93fa3605b4,d901f87e-3c05-4c36-b2a8-77b8c167b280,True,Not Interested,8.0
072e1267-20c3-45f4-b68f-4f4dd183a374,3dc5a12d-f1ab-43a5-bcc9-1f14c198fb4d,False,Answered by Wrong Department,
a37ec02d-4454-4576-be1f-9439b3899d49,205d7bdc-9647-4bff-834b-c8c1a25c4b45,False,Long Wait Time,
3e7fd2e6-f249-4b8d-b1df-5a769a7d7693,42be779c-158a-4b05-95de-67e4e8cb024b,False,Answered by Wrong Department,6.0
bfa8ac7e-91d3-4d64-8f16-99a043556248,c2c14817-cbbf-47f9-a3f2-7474f18df4e3,False,Long Wait Time,6.0
552e4aa1-56e7-4139-8ce3-c648876741ab,75f1683f-4d63-4820-b3e5-3600e2a8ed85,False,Not Interested,9.0
a16b3f80-46bc-4a9a-aade-30bf9f4bdb6a,1787a333-d547-4f57-aa02-ddfcc38586c8,False,Answered by Wrong Department,
b8d9acd9-6545-4349-855a-7e7f9fcdaa95,1ca49663-a930-4f16-928a-230abf365cfa,False,Answered by Wrong Department,2.0
ba5988ee-a5c1-4a37-a2ba-ab3b5bae6a33,866bf5f3-cd5c-4ca3-bca1-331fc24c1b05,False,Answered by Wrong Department,4.0
b602bd43-f8f3-4ce9-8cf7-6a8386772b6a,19921a75-0700-48e6-958a-4233322dc7f0,False,Long Wait Time,
5090319b-1f36-4fbf-a7a3-56a79b815252,19ebd477-2a09-43bb-aaea-56eec2a3db10,True,Answered by Wrong Department,
e2196c2e-fa71-423c-ad97-f0a99dcac933,bb7acf97-dbd4-4842-b572-adb4ba13997f,False,Long Wait Time,5.0
e7e058fd-7857-48b2-bdb1-a1416c31cfaa,cffa5469-e6ec-465e-ab45-481fd2740e13,False,Not Interested,3.0
95d1cf8d-6f1d-45d5-9112-f5b4cef3c4c2,350e75a6-342e-470f-bef7-91794d95b80e,True,Answered by Wrong Department,
78dde630-56d8-4c9e-92e4-70b1cec60d20,9abc9784-fd94-4fd4-b532-81c7b100faba,False,Long Wait Time,9.0
a6e60cce-9a2c-4531-a3fc-d7877ad34e93,e02e17fc-7fce-40a3-b2bf-ac50e046257e,True,Long Wait Time,8.0
cdbf25e2-bc93-48ce-9a2c-e5d1f0b973d3,572d7542-ff73-46dd-8040-fe698528a2b7,False,Long Wait Time,
b864578b-8829-45f4-aea1-083f897f5cec,6ea57677-effe-471b-bf19-c549a99653db,True,Long Wait Time,
65c07ab1-0f17-4d40-80fd-28facab375c4,19b09317-bb40-40de-9b9d-6c3356ac9536,True,Answered by Wrong Department,1.0
bb3b5f77-f87b-44ed-a6c7-af4f7043969d,291140f0-e40c-4dcc-87ca-06850945a43d,True,Long Wait Time,
845c81d1-82fb-4563-9c2d-661d32a821a4,048881b7-a9a9-4143-a02f-30e6f953bc60,False,Long Wait Time,5.0
a3c41b56-9306-4dae-a05f-a59882109724,4eef4b37-1372-4465-9dd0-f6677c41f50b,True,Answered by Wrong Department,10.0
62310f35-c348-4245-bd02-8a5279bd6155,ed83924c-7862-4e4b-9372-e2888a97ad3c,False,Not Interested,
5a413696-678e-4f82-aa2d-a57290e2cf2b,60e670c9-19e0-4c11-9b8a-8719e49b5d16,True,Long Wait Time,
65f029aa-d4dd-476d-9a89-ac08300d7728,d67ff63b-a1e9-44c4-b2bd-1332e517e69c,False,Answered by Wrong Department,
a9acb2bf-9995-4c6f-98f8-634f23a91a41,925412f0-1f75-4987-97f9-4cc77274ec2b,True,Long Wait Time,
f0db9423-479d-43be-bf11-f14207387c0e,4cfbb174-500e-49db-a026-8f9095b20217,True,Not Interested,
36d3a246-fe02-4823-9ca3-78da50a95455,0f1b8d23-a66a-47f6-b3b0-d2d0f02e27e8,True,Answered by Wrong Department,
7bfff3c2-5e3c-427b-8e8e-dcb1594a5ad4,d2296f0f-df95-486f-8e26-65793bd8be67,True,Answered by Wrong Department,
4cd5aaa6-46fd-458a-80a3-a7a1836dcfd5,0958fde7-02e5-4a32-8f0d-3d34a867c13a,True,Not Interested,1.0
75f7248f-98f0-43de-a135-684e6635275c,160f853c-6013-4754-ae2e-d20a6c767413,True,Not Interested,
8d095fdf-e1b6-4254-a718-cd23b15b89ff,3e60cdf7-d1ba-47ea-a090-064f5a11ea5b,False,Answered by Wrong Department,
6cb6813e-3be8-4595-94df-c0632022b68d,00a8ce58-97f4-49c5-af38-94c71e35639a,False,Answered by Wrong Department,8.0
2a5960b7-24df-4989-bada-d1f797dc2d47,0f852e90-07b9-421c-8df5-452062ce993a,False,Answered by Wrong Department,10.0
e1e7dc17-3279-4806-8b93-676764275812,c8fa7c2e-7157-4362-97fe-e71f1d24e6ed,False,Answered by Wrong Department,8.0
85330b72-e113-40c9-9c2b-35f578128b0a,53788787-32b7-47f3-84df-389c485a32c4,True,Long Wait Time,
4d03b0a5-4135-418f-95d9-71e8cb69386e,26d9b6bc-d340-4481-a7d0-a71548b0bf84,False,Not Interested,10.0
f12513a9-af76-4a1f-9b35-c1f1436cf8d8,fec4586f-28c2-41ca-abb8-d80e3c19c57a,False,Answered by Wrong Department,6.0
e0e5aaeb-9fe5-4cfc-9617-b6417381f95d,072536ee-66fe-42a5-916e-9d11e40f0a5f,False,Long Wait Time,
37fbc586-bdbc-47f8-af86-8711f81f39d9,83b525c1-3d15-467b-8e6c-2ede58481ce2,True,Long Wait Time,6.0
9d29cd2f-3191-4c87-a22f-9ddfff8b20e8,3706ee90-66ef-436f-a67a-7856eeb3f15e,True,Answered by Wrong Department,
24cfd45e-07be-4fd7-94b5-7a60c66efa73,09c57b41-a25b-4162-9c94-75561c9bdccf,True,Answered by Wrong Department,8.0
ce6a3b2e-6791-4341-ae17-65610cb44e80,c48b501b-68da-437d-ac07-5b8afa5c07fa,False,Long Wait Time,
8e38c97e-bae3-4fc2-a479-9e9613053d75,b882b6fd-303f-46c3-a356-09c5befbadc2,True,Long Wait Time,
ea18f6aa-e885-434b-98a2-a29cb0160f02,d1e40343-5bca-49ae-91e0-a969a8f78c1c,False,Not Interested,4.0
d262fc36-6965-43ba-bd1e-8efd4975902e,ee6d1a7b-42c9-48d7-a0f7-24406a6cb9ed,True,Not Interested,
da139357-d5a4-48a2-a09f-264fe0dfc014,037a09ce-9554-46c1-bbce-5ac768fc1c89,False,Long Wait Time,
ba4380a0-fb86-4ed9-bbac-3ca992235a78,ded23760-da9d-4e22-a60a-1ff7f8719691,True,Long Wait Time,
fb39bcf1-614f-4176-aa1b-18301911c7bd,d25373c9-b3f3-4dae-bb61-1145f8060fba,True,Long Wait Time,
37b0bb19-7a7c-486e-948b-bb6a74995b86,d744fbe2-3815-46fa-b048-9c9f8966cbf3,False,Long Wait Time,
bbb46471-a04f-40eb-ae5d-d15b68f22725,fee4f4a1-adbf-44e6-87b7-2b2bdd6eefab,False,Not Interested,9.0
e1d66347-42c5-4339-adba-0f47d3ca53a7,1578d45d-5194-425f-ba05-9688596f7672,True,Not Interested,
b04e4ad7-a249-4e38-a59a-c3e0f8c5a87e,ed41cc0f-1206-4f8d-97e9-5ec60daa4bbe,True,Long Wait Time,1.0
39235272-05d1-49ed-ad4d-76fb81031eb6,e45d3e17-8fa4-4674-a306-735c8e476824,True,Long Wait Time,7.0
c474b27b-cc08-40e8-8997-951d932cc7ac,facb531d-14fb-4dda-a753-1b3de9d711f8,True,Answered by Wrong Department,
201c0e24-a523-4758-9dab-94ebb9fe5b31,7d5cdbcf-f7ec-46fc-9823-95910a7e361b,True,Not Interested,
0503b9c6-7feb-4195-ad88-6ab04cb5289f,98153e90-2265-4224-b052-d48d3a709cae,False,Long Wait Time,
6c835f10-11f7-4851-bca2-4e8e7c7266ee,714f539a-fe60-4d75-9bb5-78a0c7afdfba,False,Answered by Wrong Department,
b9e39286-05d8-4fbe-9fd2-2f1c8fa714ed,4ccd6a27-99ef-4603-bb06-83e4cd8d10b9,True,Answered by Wrong Department,
ae5a4395-8ce9-402d-9819-65bf467eacae,b065923d-cecb-4867-b9e2-a5930307ae63,True,Not Interested,10.0
8e82660b-6e0a-42af-a43d-09494a712ac9,289483ef-8c2f-4eb6-8d56-8d1a038f8fec,True,Answered by Wrong Department,9.0
7091fca9-2f1e-4a81-a623-53bcc36fd33c,9fff25a1-22fe-40bc-af07-4454c990d96f,True,Not Interested,
059577b7-1158-499f-aaf0-a216d0a4c378,e6d8f904-72dd-4fcf-a0a6-cf25190dfc7e,False,Long Wait Time,7.0
8127a325-ac58-4533-8876-d276b2aef34e,2515fd44-0929-47f9-91c5-03a44a5d03ee,False,Not Interested,
e2f4d589-3582-438f-bbe1-180ab4e0943e,4e3f7a84-c96a-4b77-ac96-13b4d3fd7c1b,True,Long Wait Time,10.0
a7d90782-2501-4440-b0f0-223273a00171,d46e5118-11aa-4123-9989-8020a7fbba6a,False,Answered by Wrong Department,3.0
023ec3d7-179b-47ff-96d8-cfbe3956fb13,dd69035d-cd50-4cae-a955-e63ab854e792,True,Answered by Wrong Department,
0c1d528b-5830-47c2-8b17-2fcb4d2bb268,98ab9ee4-0850-4e7d-aa3e-ed91177120ec,True,Not Interested,3.0
55e8bfd7-5172-4651-9589-3fd1fceec20b,ff5a905e-47b6-44ac-87da-520de39b9e65,True,Long Wait Time,7.0
ede2f1a1-3a35-4010-947b-d7148233e5c1,1de20fe1-066d-48d5-bd27-46bd47295d61,True,Long Wait Time,3.0
d2d34bc4-fe9d-4ce0-b9ee-4969efb61ae3,4ac0b24d-3929-40aa-9473-ab301691b3c0,True,Answered by Wrong Department,9.0
9155e04d-5716-4635-afef-dff781839469,24de84b6-6ba3-4063-86f6-43f1e9f4c888,False,Answered by Wrong Department,
1e6192a7-f65c-41f2-a5c6-17683795e69c,c2501dbe-9e5c-47cf-ad65-c9cec346d2cd,True,Not Interested,2.0
17262c98-a799-46e7-a94c-56c4a6758517,1248439b-bf04-4765-beec-291d2d83675e,True,Long Wait Time,9.0
f4110ab1-50cd-4bf8-8079-768bb678557e,82b26c8c-f0c1-4fd6-b500-e848df8fea34,False,Answered by Wrong Department,9.0
b3a4d0eb-6057-4a90-ba1f-603cb7f5b1d3,ada979a5-8fbf-43e4-825b-9aaf2bf45c76,False,Answered by Wrong Department,
b623f554-ccb9-4af5-99ec-f78f9cada2d6,8b528217-5e78-4595-9b68-f4a66e348090,True,Long Wait Time,
1306a12e-c0c1-4d6b-8a86-7ec2ee12a8d8,dbe3ae8e-aa96-4c25-8543-17cd6f79f95b,True,Long Wait Time,4.0
785a236a-ecb5-49d9-a63e-da60f2fb13bb,5102423a-7dd4-4a3f-a78f-f009f2c07a3c,True,Long Wait Time,
c36c5adb-f15d-42d0-a6fa-549c8c866c59,bbebdec6-ac1b-421a-aa5c-ca71d3005433,True,Not Interested,
1c8fd405-e896-4696-b2fe-28747ad50ee3,ba1a1a1d-6a87-4009-a291-40b93146eb57,True,Long Wait Time,
9b676d1a-e14f-48b9-9e5f-1ad4648ec15f,094720a3-5927-4063-8ee7-25d300c99d5a,False,Not Interested,6.0
ede01c5f-350b-4bc1-a0f3-ed29863e3660,15275734-f86f-48ee-8c1a-37e71a5b52e3,True,Answered by Wrong Department,
85548205-fbb6-4437-a800-a8a49d014658,27c23a61-f8ac-4269-ab2c-5d67257f23e2,True,Answered by Wrong Department,9.0
9bd03b5b-0215-4b70-b285-3f7cb6c68b2c,c9f53f7c-238b-42c4-91b3-4e80833457a1,True,Not Interested,
26bbf14e-f3a7-4982-9ff1-dc4d2aea70be,69d6fe48-48b1-4e39-b413-8f0550c0e30b,True,Not Interested,7.0
38699c1c-85d8-44ca-9ef9-8d30f66d475c,4251abf5-717e-42d5-a5ce-900846d58a86,False,Not Interested,
a00e0c4f-0904-43f4-97ac-4cf0b205adb2,ba34c3bf-a305-4a8a-84ad-8266dcc7c629,False,Long Wait Time,8.0
43a6b160-a148-4969-ad31-e56950f071b0,b45f3031-83d6-4d18-8920-b3b918df355b,False,Answered by Wrong Department,3.0
29aa6eb0-a02f-46dc-9482-93841e1e1d2e,0156fdc4-4a8c-42ca-98a3-05f5d5020f00,True,Answered by Wrong Department,
4c720dc3-800e-439f-bdbb-c0b75de4aeba,e71eb08c-a402-4c90-9435-fe76ef3b2383,True,Not Interested,
f7164f55-fc26-4687-a992-f7dcb83c08b2,a5902315-238c-4bf4-964b-3afc2701c280,False,Not Interested,
d9bb0ddc-2f87-476a-8477-503aca30c214,6a55d3a2-bb4d-46fb-9c4c-5de42925a777,True,Answered by Wrong Department,3.0
40c7af96-6c99-4d56-82bf-599698562d38,0f07bfa2-9bbe-47e9-a240-06389d62cce9,True,Not Interested,
84c7c8c9-2210-4681-8284-bbd442eb8bd5,e41d4319-e390-4bb8-b937-75ddc849462f,False,Long Wait Time,9.0
