Escalation ID,Customer ID,Agent ID,Issue Type,Escalation Reason,Escalated Department,Resolution Status
14e78870-679d-4f60-9526-9900cf341206,070659f1-1618-4d7b-8338-f3b14f9f302d,c266b2b8-7282-4cce-b31e-ac5fcc7677c2,Technical Support,Agent not skilled,Support,Closed
f16eed08-e5f9-42dc-aebb-44a7dbb51727,a7bca60e-bc20-4dd1-8f85-1784e2b5602e,a1f6aaf0-5fa7-4a31-8c18-5dd8611a8e80,Billing Inquiry,Policy issue,Support,Closed
720aa2d0-db5f-4736-86a0-e7007479e438,e4c51d89-430a-49b7-8d4d-b9a668399358,1e80fc7c-7e24-4beb-a35a-4dc9adbb8de3,Billing Inquiry,Policy issue,Management,Resolved
8b8b90b0-f153-4115-99a9-0d4805632617,c5b40736-4dc5-40ee-8bd9-40907656f8ff,0b573898-8f97-4746-8270-1b084001ae17,Technical Support,Customer request,Specialist,Closed
23da9157-0e33-40c2-bf59-fe3fa0e5cb19,896b730f-ac53-4526-a397-b58e5d94f1ca,55b48db7-b582-416b-9841-c25acf427ee1,Complaint,Policy issue,Support,Pending
d43275a0-f6fd-4e1c-a810-7ea855f17e7a,fad6f0cf-22bb-4d39-bfc1-d204201484e3,5c5e536f-d803-4c38-8729-32cd8e8a4d85,Complaint,Customer request,Specialist,Pending
64582a72-8214-4278-8233-510a6a398f35,366d4925-6585-49a4-b0d7-0bffb5f59da8,5edcdb5e-2eb8-4a77-8f8f-f8138ad0c016,Complaint,Customer request,Support,Resolved
ad70908d-cb0e-4623-98f0-b676cbb59f19,c3293e8e-8901-42ed-8488-e2f01693df51,8a8743be-5345-4dc3-9a9f-59c5cb9e872a,Technical Support,Agent not skilled,Support,Closed
b2a29b01-c922-42de-8a52-9c8d17d806dd,ac0a6b22-ac0a-41e7-b942-b76f6fde2986,fdd6617e-3b77-4645-9be7-5e67e4fe1bd8,Complaint,Agent not skilled,Management,Resolved
7dcb47a6-76dd-4d91-9a62-20612f305d0f,692f1cd6-4ee8-44a3-8f90-8d139e1be785,1445c589-926a-4805-940b-6905538cb19f,Technical Support,Agent not skilled,Specialist,Resolved
5bcd2ef4-a6e7-4e32-a5e7-d9a0d5561ee8,89a9eeaa-a308-4148-8d70-c9f25cff6752,87eef9ac-de1a-4251-8899-e6c69f908c35,Complaint,Customer request,Support,Pending
63fbfd84-b0dd-4ef1-86a1-8da569853a04,faa332fa-33d8-472c-8429-4fdea57c29fa,d59cd0bb-21a8-406b-9f52-222b36f0a133,Technical Support,Customer request,Management,Resolved
885b7dfd-fcf5-4f30-95e5-bff501c093fd,0c9247c4-0f97-4d07-9076-8a4ec8db2708,2f496128-60e3-49dc-bda9-97669be3a2f1,Complaint,Policy issue,Management,Pending
22224ddf-43b1-4b90-8443-fce3c4d59d1b,bcd25859-36f3-4143-a63e-2a169294337e,9f23aaa1-d5ad-4914-be76-d8014a40a963,Billing Inquiry,Customer request,Management,Pending
20ceade7-f395-4fc7-bd3e-37cef4c8902d,ad7ac9a2-4d94-42c7-b2e2-d2015b78d4e7,3e4ae606-30e0-4746-95ba-83ba5026c16c,Complaint,Customer request,Specialist,Closed
1294a09c-b807-4f1d-8e62-7bd4057efd85,7b670b61-a653-4202-948e-4590725fdfab,7306b792-e708-4af3-87f8-cb61e66177f7,Billing Inquiry,Customer request,Management,Closed
fffd0b1d-4041-47f6-a2ca-24656634af30,d1f6356b-9690-48c5-b952-75781af6c974,2aa0db96-e8de-4e2a-b0b5-5d3e37196c58,Technical Support,Agent not skilled,Management,Pending
a7e14ef3-c16d-4dd9-bed1-a3ef30409d25,11f32a9e-c7a6-4c9f-b336-c7258236c772,face5e95-ef24-4324-9c70-3a0956160657,Complaint,Agent not skilled,Support,Resolved
2ca39a21-0d8f-4c58-8356-3f55d846b316,f98c7008-e650-4a6a-89aa-bf6a3d5389e2,b7d34444-7ffb-4d0e-8f3f-da3753fc8783,Technical Support,Customer request,Support,Resolved
1b6193da-c377-4f7e-9c12-b998adac6549,d978637e-4965-4a22-b04e-dd7d0e78f1b3,ba771149-0a70-4040-bd0d-5b7e5b1a6712,Billing Inquiry,Agent not skilled,Specialist,Pending
91251dc1-b9ac-4ca4-81fe-da5e8046295f,3526c0ea-d55f-4c71-b4eb-10e16a15ffe9,0f274ae9-2c65-4bbb-81d4-37eaf2397e5a,Complaint,Customer request,Support,Pending
21088563-e758-4a36-aa43-0c29d7bee0f3,b5bd0eab-b932-4f08-ac89-c1ab77bde4b5,56e0029c-2828-4381-96ec-62dd2a499f94,Complaint,Agent not skilled,Specialist,Pending
221e528c-f6eb-49c6-9088-d5c507c73f5d,c53d832e-7f0d-4148-8d3d-cd8004777663,0a60b798-0491-4eb4-bb44-35e63436af77,Billing Inquiry,Customer request,Specialist,Pending
9886790c-6867-4425-9292-78fad72f5f3b,a0876fb6-c096-4edd-b21a-1af17d55b3d8,4d023a03-42a3-46dc-bc77-5fb710e3479a,Technical Support,Agent not skilled,Specialist,Closed
a8a7b55a-f22d-402e-9a89-81fe340d5aa9,e27bf24b-e111-476f-839b-f6f0e5f8055b,db5c95ad-8d7b-4af4-850d-560a67a504cc,Billing Inquiry,Customer request,Specialist,Closed
c88bcdb4-57ab-488b-bd83-c5a193ceb8e9,5c6f3b5e-1065-4e67-b461-7ada2955def0,396d1828-788d-457d-993d-a8c0c3a75e5e,Complaint,Policy issue,Management,Pending
593a835c-775d-479e-bf03-4f7bead6de9f,3a080388-febf-40a9-9769-f80f900de3ea,42197815-9f39-4769-9a91-73ca29b6282c,Billing Inquiry,Policy issue,Specialist,Resolved
0a40361b-0949-4e9c-8460-01418e6b667f,3acbad58-70be-4b65-aab1-db0ab3b38929,49cdd049-9b1c-47c1-bbaa-ee108bb9b1ef,Technical Support,Agent not skilled,Support,Resolved
2410e172-f4ad-4161-a8c8-a7f4949fad01,65e360d9-7506-465d-a990-2525ad41ac2a,5a7a085b-8773-4d7c-bd21-2ba283cd620a,Complaint,Agent not skilled,Management,Closed
2305b672-89ff-4999-a921-0fd6e6c21c55,ff1152c8-4016-46e1-841b-433812a3aba7,10be1072-b153-420e-b3f2-4b1730b781e3,Billing Inquiry,Customer request,Specialist,Pending
ce1ef5b4-82ba-4f79-9c07-1bae157be832,a09da5ec-d508-4252-bf37-93471a6143cd,d612508a-b050-4269-b922-4fd0b80e8fe2,Complaint,Policy issue,Specialist,Resolved
e97b1d5d-1fed-496f-b91b-c056f5280b9f,db899a6b-323b-4647-b45e-2e256d296dbb,918ef1da-e384-404e-84b8-e853f97b645d,Complaint,Customer request,Support,Pending
63971032-f37f-4fa4-94f0-7abfe4832c55,8b987945-d699-4c5f-9ee3-ea3fc6a52033,aa43078d-426c-453c-8e00-d6bd4386e358,Complaint,Customer request,Support,Pending
48437de9-ad23-44b3-b4cc-ae39223393be,9a6c75d2-11e4-4af8-b92e-9428a5aa5311,79b0a2fc-4dc2-4604-90d2-d39aa8dbe5e2,Billing Inquiry,Agent not skilled,Specialist,Resolved
146384f8-9b01-4443-a548-a01b9f25ece3,44b03a92-e67a-4362-bb83-79b394c3eade,7b4cddda-d576-4640-a1f6-fd986cb37a47,Technical Support,Policy issue,Management,Closed
76abae22-36a8-4a18-b5bf-02aa0189fb20,9bc83eff-cd5a-4db0-86a1-890d165dbd7c,f0571ff3-a3a4-44c1-aa85-0ff7ca18b3f6,Complaint,Policy issue,Specialist,Pending
ded0a277-b70d-47f1-a09c-8c197c66cea8,7c449e76-b492-4914-a2c1-efc691b97f28,61acfcb2-e854-4dac-93ed-72127815e198,Billing Inquiry,Customer request,Management,Resolved
8e29c4cc-0368-4cce-9ee7-73f76e4ff3d6,e58530f9-d259-403c-82a4-e63104fb43dd,473c842b-35f0-4d4d-a0e4-76202309d232,Technical Support,Policy issue,Specialist,Pending
d560a7d9-fa19-4791-8612-bfcd68d14890,85020b56-987a-455d-aa1a-683d96baa2ff,72789d0a-9dcd-4de8-82eb-1b53a88ad485,Complaint,Customer request,Support,Resolved
34fb64b5-f97b-4b65-8193-5a8e1e4683a6,c6c64662-6aaa-433a-9dae-f62318ae2378,e17e37b9-549e-44c1-9359-d6c322563602,Billing Inquiry,Policy issue,Support,Pending
9bec4a5c-804b-4493-b2f6-7d183de94be1,0e49a99f-c1c5-4b96-b680-14d520704d42,b8db315a-6d0f-4721-923d-4e2aebfd63f6,Complaint,Agent not skilled,Specialist,Resolved
582619cc-08b0-4a6b-a425-0997a11e1d09,a9d309ef-99bd-4ccb-99bb-3f0aaa21b85a,2da21011-1ca6-4675-b0a3-bead00ee6eb5,Technical Support,Agent not skilled,Management,Closed
6f54140d-2366-41b6-b4a4-b5fae1e00107,dfd1a482-d912-4c99-bf76-e0bd7b4ae997,ab2cec05-02ae-44fc-88a1-bce7cbb2d1a8,Complaint,Policy issue,Management,Pending
eda83830-8476-48d9-ad81-66ddf5df9626,d1b39708-10e6-49c7-bfd2-b1b4c86586b6,a362c2a7-53e4-497f-befa-81220809ea9f,Complaint,Agent not skilled,Management,Pending
2a7913fe-1b0a-47f5-bdc0-4aa52033a464,34046ef3-2376-46d4-92c4-8b10e51e5996,a0992483-6cf7-42da-930e-96f94e5a90ac,Complaint,Customer request,Support,Closed
04864584-3e74-41a7-a5ad-ecb60c3aeea1,bcebbc94-660e-414a-ab01-d98fe52fc3ff,ebb8c368-227e-4a93-b536-cd28aeea7983,Complaint,Policy issue,Support,Resolved
52885e60-d3ff-4fb6-8255-03378ef54685,c56a1e88-ba3c-4086-9244-99c0278514e7,9fde68d3-08e1-4d72-b377-22b5bef0fa8d,Billing Inquiry,Policy issue,Support,Pending
44a21b47-a792-4d5d-ac88-eaee80c07b50,c4bd08d6-3d01-478b-8721-ebb9d9df58e5,326810a8-b7a3-4ae4-a5ce-44ccdbd40059,Billing Inquiry,Agent not skilled,Management,Resolved
2f4bf5b3-16b1-4554-86e3-7be5d2ad63e2,3d885baa-ac1e-4125-8d43-6c1ed4becff0,7303466e-2276-4dc1-ad63-167d36df1725,Billing Inquiry,Customer request,Specialist,Closed
585307e3-71b5-46cc-b1a7-fb78e93d861c,dcd8c821-e434-4ffb-a063-7fa71ea964aa,653b5ef8-fad3-4f7e-99fb-fa06df702215,Complaint,Customer request,Management,Pending
c8d016c0-47a2-43a3-88a7-5e84f3f703f0,51baf652-c175-4529-b6dc-f3536f0964c7,bece30bd-7bdd-4d55-b19f-d2a4fd70a922,Billing Inquiry,Agent not skilled,Support,Closed
dd0d4fac-f988-4b63-995a-ef5825f8f8c6,ac1d39c8-79ba-46cc-96ec-b90dd73b62be,b5c1f667-b9e1-49d4-9e89-f0052c726c81,Billing Inquiry,Policy issue,Specialist,Resolved
0e0a4dd5-c515-4d11-919c-791fdbedc395,ee8a1690-35e6-4b61-bc50-45e219406505,fc10c102-4b3b-470e-a972-0e9feb5e5c7c,Complaint,Customer request,Support,Resolved
dd74817b-8338-4d47-aa20-3013ee975d28,7e70d15d-91f3-453b-b776-f20d8bcf139b,90c66a60-d5a1-432e-990b-57b3219df76d,Complaint,Customer request,Management,Pending
35b1f1e5-32d7-41dd-9800-0c4bed78a286,074c52a5-219e-4e36-8960-9d4448086a9d,8b061117-df18-4cce-8fc6-15687ce54520,Technical Support,Agent not skilled,Specialist,Resolved
b2fd8885-9df1-4f16-9891-1fbffb9db281,516a110c-245d-42d4-88aa-2f5c3fe3ad74,af92af78-4d03-4eb6-aa6f-0fb36b7de9b5,Complaint,Agent not skilled,Management,Resolved
2060306c-b846-4dc7-b788-99d16ecc1200,1fb9428f-8fbd-479d-9196-9b5658957ec8,ef7a9d79-34b0-4025-afe3-0d0c1b234f3d,Complaint,Policy issue,Management,Pending
d8e3ce9a-464f-4f0d-82a8-e5e5a5ac413d,f60cddf7-759f-4ccc-a3da-24be746a3912,1e1e05ad-a85c-40f6-8fd5-153bf9b1008f,Billing Inquiry,Customer request,Support,Resolved
3dce3243-0a41-4ee0-ae5c-1a921cfc51df,b976491b-4f9d-4beb-8b41-02628b3d18e2,ec2cd46a-d302-4512-aede-2efdde105c69,Complaint,Policy issue,Specialist,Closed
5e3177a1-ec5a-4e19-96db-ce0efd71cb15,bab37c03-1e41-4ef6-9244-d6602217e1d0,1fa25bf3-b9c2-411a-a8db-3e5df93f6e92,Technical Support,Agent not skilled,Specialist,Resolved
c85285be-f8f7-426c-884b-4ad74f2dad50,c9ef810f-2b46-415a-ba94-a57a8572fc2e,fc083ddc-aa14-4b70-ba14-f2dcd220ea8b,Billing Inquiry,Policy issue,Specialist,Pending
dc38d5c3-f481-4edb-b5f6-c0c84eae610d,0051ecee-7be3-4b80-9f42-bac19b6e6649,b2dbdf79-b30a-4e40-9d44-e889f3670dd5,Technical Support,Customer request,Management,Closed
e0930dfd-628a-4372-8952-cddcb7714104,0a583eea-1a6d-439f-bf30-667773be2331,2977da0e-90ed-42e6-9234-b6208c2992af,Complaint,Customer request,Specialist,Pending
cc168f8f-06e7-43ad-8a35-0b597aab8c39,9d69f3e7-380c-4a11-ba63-acb559f71bb6,114c3433-14cd-4b31-b739-506965dd293b,Billing Inquiry,Policy issue,Support,Pending
ca10da66-3a51-4d04-9a17-31f970dbc8e4,36a3bdd5-4e9d-4f30-ab0f-2dfb0b5b5739,b3f49652-94e5-400b-b09e-47d9dd5ecf7d,Technical Support,Agent not skilled,Support,Closed
16ab4781-87cb-4912-b0a7-ea97f3a2ad73,3896da2d-3a82-4384-b7ba-0058d7f7d520,7c4ca275-7efd-4e6f-a768-c56f90c92494,Complaint,Agent not skilled,Support,Resolved
73473f1f-f558-40d3-a300-bd68b62a3d0f,f4f9cd29-858d-44e4-9a04-1352a6c6b8dc,3d4bc7bf-6a55-4224-99bc-915cab11fc58,Technical Support,Agent not skilled,Specialist,Closed
f5b3be64-d4aa-405e-a23f-65f9834977a9,71334d60-a68f-4bb7-a67f-56bfc8f871e9,0022ea45-287e-41d8-9169-a99798c0739a,Complaint,Customer request,Support,Pending
ee486f36-60d5-4b33-a1f4-00af432dfc71,570e000c-7d79-400b-8e6e-239d725107bd,1de21daf-071e-436e-8219-76028272c5e4,Billing Inquiry,Agent not skilled,Specialist,Resolved
4acf4389-f660-4a29-a7c1-f8b355264640,11183a18-e02e-408f-aee6-48bf04cde223,f82aecf1-b0e7-4fed-b5e3-26a53c274f49,Billing Inquiry,Customer request,Specialist,Pending
094fbbf8-d67b-40fc-9699-b3fa2edc4030,873e87a5-4d99-4e5c-a5c7-95ac8d0c443c,a3f6274b-2d11-4dc2-9a98-04721a9079ff,Technical Support,Policy issue,Support,Resolved
11553756-cb45-43ce-925c-f7d2c70a36f4,9ee1d9b0-9ab1-4c47-a8ad-99873411938c,97771677-7b0b-4f67-9926-d7e71d66618d,Technical Support,Customer request,Management,Closed
0cf499e3-aad4-4057-9197-b94b30eaaeb8,ae3395a5-f8ae-4bb2-9587-3135cbe52704,b01a9a50-5f50-405c-82cb-96258713fb73,Complaint,Policy issue,Specialist,Closed
3a370b76-c007-4258-b573-19c4901a5c18,233f0c9c-1434-43d0-819e-c794afa194b9,4f5afcaf-eae0-4eb5-9bc9-dcb6937ead3c,Billing Inquiry,Agent not skilled,Management,Pending
2592989e-b230-4573-8d9e-097ad0840489,f58a83b5-8e53-42fb-ba0e-578c59f020e4,07fd8134-6e1d-40d2-ba55-08abf30d9cf9,Billing Inquiry,Policy issue,Support,Pending
2b3cb524-99a0-48ca-97d2-343c58815cf5,a5b2a9c8-ac0f-4869-a478-ae1036d94137,a75d579d-6821-48ce-9f6c-7ce8ed30bd6d,Complaint,Agent not skilled,Management,Closed
a312eed7-e64e-4248-87fd-3d3a62c14b51,6e70c2ad-1aae-46f5-af45-952fb8eadcf9,c6fd2dd2-7f43-458e-a8b4-19d0a9c40a12,Complaint,Customer request,Support,Resolved
74111172-b244-4bea-943e-578fed903208,09a30657-fb4d-4bbe-98c8-1e814911f197,fc7d648a-6dce-43eb-a884-7e95299c14e3,Technical Support,Policy issue,Specialist,Closed
c2096263-1440-4b34-ae61-0ebac4a6660c,96e3814c-3f6a-4e39-a17a-a272a6ef40e0,8e36b3ed-0d4f-4a88-a01f-e6fe54c2f26c,Complaint,Policy issue,Support,Closed
e82a64da-7c85-4747-9687-135ef36f7872,8d5381de-b55a-4757-a1e1-20d6d312c301,ba9d44db-200d-4209-86db-b940529a414b,Billing Inquiry,Customer request,Management,Resolved
ca35386b-a1d0-464b-a31a-08d13456128a,962a7cf3-cb12-4aae-9858-f6a90490e3d5,1c2ef528-924d-497e-9dae-2ef0043b896a,Technical Support,Agent not skilled,Specialist,Pending
561c9c1e-55c0-4679-a229-02607220c906,69a91ca8-7754-4366-8970-f06384e8cc1e,94ad180e-1122-4e3c-869a-e4d646aa0d7b,Billing Inquiry,Customer request,Support,Closed
facae493-8662-4782-98d2-e342c54a4258,cc520be8-ccfa-44ef-b4a4-06b3dc2263e0,1c6adde2-439c-4380-be75-3ea87a9bc284,Complaint,Agent not skilled,Specialist,Resolved
b9f3dcab-807d-4bbc-9b17-e2560bbb2bd3,9eb6870f-fffa-4cce-af85-571bf473a274,95e99652-dfa7-4bda-94eb-08d684ed733b,Billing Inquiry,Policy issue,Management,Pending
fa46e748-4718-470f-8280-5d3de7adb854,df9602df-60b7-4c7d-8b47-1a00eb18b873,3a4a4a47-a96d-41ba-861d-360d69da1454,Billing Inquiry,Agent not skilled,Support,Pending
64d589a5-63d8-4084-b580-5e91d3994d02,bc64be26-51cf-4d80-8775-2b5a226950b8,c1361f6a-d88d-4486-9eb6-65efc614ace1,Complaint,Policy issue,Specialist,Resolved
c6c53958-1112-4fbc-975a-f9239a3ea254,a7c66167-ef14-42b6-a9b2-254ffded4a7b,c80ca6d1-dbac-4d62-b070-43154e944893,Billing Inquiry,Customer request,Management,Closed
fe35e011-1212-4cad-a372-11ca7f1f14fe,495aeb96-f46e-40db-a298-c4492ca21375,6216ba5d-4638-432a-bf49-a626da168f2a,Complaint,Policy issue,Management,Closed
4bd5d88f-b578-430c-832f-a3aa31eaa2a6,d7a51a6e-9443-423d-aef3-8d200b6c32af,65c742dd-4ce8-47ed-9656-0c943aba7b0e,Complaint,Agent not skilled,Support,Pending
a91e21c0-fc22-4480-82c0-06d825a4f1db,86128fa7-c2c2-4616-bbdd-9118be0e295b,234b8fb6-85e6-4874-a9f5-f8a3df73c30d,Complaint,Customer request,Management,Resolved
296f7672-8772-4e96-9b3e-869bb5e7a958,3c67ca17-2938-4184-b26c-9f11f654b3a4,6e34d6d4-8a56-44f5-aa9b-628e50f91824,Technical Support,Agent not skilled,Specialist,Closed
1cf1a1e1-ec73-45c7-abb5-8652bfbc1f34,ded7f789-823b-44c7-b665-20c841e03488,e505329b-d6c9-48de-b879-fdac814a4a8f,Technical Support,Policy issue,Management,Pending
2a5b17a1-ebba-4086-a005-ad11af26ab8a,f915ae2b-c0b7-4571-9cbd-85c11bc9b8fb,24ca72bd-edb4-42a2-a012-aff186738a83,Complaint,Policy issue,Specialist,Resolved
2a2314b0-0fb5-41fc-b913-da58336e7640,d6065635-b418-4395-82a6-ad946bc77305,60b9e6cd-bbb2-4fdb-96fb-6b45d285c29d,Billing Inquiry,Customer request,Support,Pending
2bd54c96-8d3f-4a01-9567-93c5a75185fc,3850a897-4aa8-437c-a29e-36aa1571bde2,520f33c3-c61d-4863-9a1c-56e3f7e05d25,Complaint,Policy issue,Support,Pending
6e06ef9c-fc82-4c1e-bc71-bc6ced953177,9b4822f6-2000-4983-9dad-89030106e99f,01bc127e-a93c-4b94-8a75-22c923c1840a,Technical Support,Policy issue,Support,Pending
ba22e973-de2f-4f4d-b7b3-5285607cd07c,83cae622-885a-4e19-8dfb-c41e95a80a49,d4ff8844-0785-402f-a946-bffa8fef2ad2,Billing Inquiry,Policy issue,Management,Closed
d8f78f3c-03f3-490f-9614-203c98a2b4a4,0633e38c-af47-4f72-b968-4ed41f0cd8c1,229667d9-d2a1-498b-ae56-8f0175b257ae,Complaint,Policy issue,Support,Closed
9c04ca8e-0a0c-49b2-824f-10589eddd019,6fce48c6-708f-4889-af7e-469a846afe15,5d2c7d64-95e9-4194-822f-f5a462e2077a,Billing Inquiry,Customer request,Support,Resolved
ce0697f0-a6b7-4fbc-b1a5-744a82c8dc0a,a5e89348-3fcd-437f-a55f-38d14ee61a7e,d9e9ed59-105c-44ad-aa3d-5de452b67e29,Billing Inquiry,Customer request,Specialist,Closed
53ff443d-3c8c-4483-b11b-167adb48411f,a1a44838-40da-49d9-9b0e-d0a8c9022e58,73aa8509-6dc7-4283-880b-8a919327d322,Technical Support,Customer request,Specialist,Closed
6d66be31-0691-4bf7-8235-1ece21329fbb,c49c62e8-77c6-4a0f-8312-44a787ff2133,f3443e63-7685-4c4b-9d0d-bc41d03ecf06,Technical Support,Agent not skilled,Specialist,Pending
3afc4f15-ddae-4ac6-98cb-b93d2c688dd6,5ba7c71f-a9d6-46c9-84ea-d8f99c77d8dc,cc55a676-ff45-42fe-9f01-12a294611a1c,Complaint,Policy issue,Management,Pending
38197b0b-ed2c-426c-b94b-9712e4d671af,3ec1a255-11f9-49e3-85b8-39ef32f9b2fd,a2892738-7f5a-4601-8a94-2392e700ac59,Technical Support,Agent not skilled,Specialist,Closed
