call_id,customer_id,abandoned,abandonment_reason,call_duration_before_abandonment_(mins)
44fd3e67-651a-4391-a5ed-f295427bb58f,cb126ce2-248d-446b-96cc-e901627484e1,False,,
9dd84b62-f254-4b44-9191-7165aecdf756,83f6fd91-2def-449c-8ec7-4f31833601c8,True,Answered by Wrong Department,
4f852b84-98d4-4b5d-a078-7fad9bbfd860,a6bc3f79-44ca-40b3-b9d8-ea2b3d6b25e2,False,,
5e5b1bf9-9fc8-429f-b351-98b0441b68ae,994010a8-1f4d-42c4-a2d9-2a98061c22d5,False,,
8c70940a-abd8-411e-a0aa-e141d14668ec,816567f2-661a-480e-b8c5-c686074089c4,True,Long Wait Time,3.0
589213d7-f61b-447c-b478-7984dada6ce5,67ea18e6-b2e8-4b29-ae70-8d88c2add5d5,True,Long Wait Time,
ba1f0e5f-385b-47d8-9100-a64db3a8d816,563d62db-f3a5-4f54-898e-98da5c4e4e82,True,Not Interested,
dea312d0-6501-4602-8cad-547bb332106b,2d7709bb-66db-448f-b276-9029aaaab206,False,,
0ea6933f-4706-4c73-bd74-567c62c0c983,da6891d8-88d0-4b9f-890b-0740aad9a3c4,False,,
0ec829f1-24bc-48c7-af4c-5914f39666b6,fb3900df-82a5-48d6-984d-1876c03b48cf,False,,
4bb66a19-d2f8-4595-87e8-1bd886294f31,6316f678-027d-4330-98ec-849f1f0558bc,False,,
24bb414e-37e2-4512-a4aa-ce7f4ae62065,e5122128-e293-4120-88b5-b05fce884af4,False,,
865c0e4c-e9f9-468a-a53d-71784b32fcdd,ad086e3a-8b87-4780-9e34-fbd27a962b4a,False,,
edd3c7fc-e5e2-41df-8a53-6928846acf2f,4372897d-f80a-483c-a26e-62cfa9575ae8,True,Answered by Wrong Department,1.0
6989ac31-e82b-4120-adeb-a1e8ffff8b61,4ebca0c0-64c6-4db7-960c-45ce915ebd3b,False,,
7fba78a7-8478-4836-8d40-0e239405c637,ecca63dc-d654-4326-911c-892447cffc4a,False,,
e5a65fb9-6ad8-478b-a78d-d43142bc23d2,d33bce82-df76-4db8-bd9d-d4c0334f291e,True,Not Interested,
fc3b1407-2393-4959-b8dd-53b6fe76e65c,cd8e883c-e1c5-4905-a76c-e3fc97f5a995,True,Long Wait Time,
3bd40511-8790-4f49-84ea-e27abeba8d0e,9cdac05a-cb21-472a-98ee-a5842f85d7be,False,,
6f8d9d92-fbbe-449a-871c-bfb3383a9223,9ea75bee-0962-4c42-b9eb-9b47c5bb849a,True,Not Interested,7.0
54cc383c-7020-4e7d-9f65-d9a8299ab77c,233fbecc-0311-4fc0-9fb6-6e763caed9f8,False,,
bfe5277e-631a-4d01-b5d7-9b6d30720e98,0904bc24-c524-4ad3-ba8c-47ac72f4beab,False,,
b82f27d6-98f8-412c-bc33-43698cd9715d,42806379-386e-47eb-bf73-9f657a412749,True,Long Wait Time,
93786cae-ceb7-4684-bc59-6f23ce625a6f,1447eff4-00ba-4f32-8ed2-e1458fbad618,False,,
b1508a7c-77b1-4b88-8d71-03abf2c702b0,764157fc-015e-486a-8f0e-4d90b66d0c1d,True,Long Wait Time,
83ea4827-77eb-48e2-8432-fffad4621e59,63c6c642-79c9-49fc-8c6c-9694e190e61d,True,Not Interested,7.0
fc1793ab-a396-42fa-9408-dec7ae490617,c136c7ed-0284-4855-b615-4f6246f5135b,False,,
65002877-f2c5-4e28-ac89-c9426fa3dfca,1d2720db-bf62-45e2-b936-5a08dc47999e,False,,
05fbae02-6e02-4796-98b6-30939084a070,343ddaac-da01-4bbe-94a3-a438a538dacc,False,,
48943216-8370-4f16-b30f-5b81d918c17d,006909d8-8dc8-4378-9cdb-ef78656182f6,False,,
71ec65b5-2b8a-4451-9900-7e97b88a0a96,97864a44-31a0-4961-b196-66f6f9980e08,True,Long Wait Time,10.0
496f3cd1-f39c-4ae3-80f0-8ffc5d37b0dd,0cf6521d-b9be-43cd-a415-807cb9bdffbc,False,,
d7f01365-c4e0-4553-b31d-a5b384219f93,73f28bbe-8ce4-4f33-830d-a95b3db2c765,False,,
f5d548c6-05a3-40ef-9544-de849b1b9ccd,0e016a32-54ec-48a3-af29-52805b31c5aa,True,Answered by Wrong Department,7.0
279ad904-2aef-4214-a9c3-ffd295753a6a,0a1472af-da00-4594-b88f-635ab8f2dc74,True,Not Interested,
6e23c7ba-2301-4559-8546-13594852e8d2,176fee90-08ef-47c3-b7e4-e8afe07c402a,True,Answered by Wrong Department,6.0
a480ee75-5cf9-480b-8d02-5a0fe45d851a,c8e060c2-b476-4bc0-9bef-5fb9e3c2830b,False,,
e2886390-8562-46e4-b911-d772fad6461a,302081eb-2959-4e11-871e-a4444ef2b763,False,,
5a4df0ae-5ad5-44cb-a245-5286f70f1eec,630c083f-9103-4c2e-b164-d05e19ae2077,False,,
e1fa7888-7182-4f26-ab06-01a7113fc971,eb3cb2cf-e1ed-4c8b-b143-29ec14544979,False,,
bf49d52d-53e3-4c7a-b356-51ce7a5a0c31,7c86520f-bd7f-4b15-9490-3c64b69adc70,False,,
0361cc2a-3f71-4389-8b8b-aa64383b8948,4ddda7f6-17d8-4f94-b0b2-d5245dbf36b5,True,Long Wait Time,2.0
80df4cea-2c8c-4b26-981d-cf5b9aa78ddf,e736159d-0141-4d66-be37-2236fdddf047,True,Long Wait Time,6.0
7635952c-6832-4684-80cc-6a58ab95afff,5830f7c6-01e0-4181-a803-75f43e81d40d,True,Not Interested,8.0
7767cf1e-1458-4d45-9a33-d039581757bd,f844f2aa-7bef-4eea-a878-f589ecc29aaf,False,,
51417e96-b049-4051-99c2-de665dfb5c9d,ab7d241e-073b-4788-be3d-8ae599e0b623,False,,
8bcbbd6c-8bed-4cf3-bf3d-f5614780a159,3fa3678c-05bd-4d2c-aebc-6cb7a920f3fc,True,Answered by Wrong Department,
872e5266-217b-4799-b89d-10a609b86242,dc8e47a8-f385-4169-aab3-b3baf409031f,True,Not Interested,4.0
0f08be2a-3fa2-47a2-b170-4b9a29fa421d,a8f1d0cb-d1b7-4e44-aa19-00af74ff6841,True,Not Interested,9.0
a4a69380-044c-49b5-be21-c2d4749954b4,741c2d62-abf5-4271-8038-82bcd32da3d8,True,Answered by Wrong Department,6.0
941ff8af-d121-43c1-83a1-a929a4824a02,a99d1642-6bda-4b31-bb8a-d0ecf60e9b72,False,,
a37ee010-bf2a-4268-860e-755827c4b3c8,cfc8f395-d905-4d30-808d-cc702ca4ffb3,True,Not Interested,
c22ffa3e-a783-4572-a67a-1d2e90f64e54,0b2d3ea0-3818-46c0-b3da-d3429d291e87,True,Answered by Wrong Department,
fd1ba128-e5f5-4b49-b19f-f0826758da54,478b4461-1d43-49f5-8495-9e61aa9c75d3,True,Answered by Wrong Department,3.0
7d00be2c-4b2d-4850-bfb4-ecab98c687c7,a91b6138-71aa-4489-bd33-cc28cbd6286d,True,Long Wait Time,
de7ff3ef-6e19-4fe3-b6e0-0cd449810aba,ffc85590-f2a5-4a69-bdff-136698190b9a,False,,
b88c66ce-77e6-406d-b878-7c3b7b30576a,4f39ec6d-97f2-4765-8975-fc061d5f25dc,False,,
be07469e-6bb3-429c-8d43-80a96997e681,a0b16ad5-c566-4df1-8cd8-785b3c91379d,False,,
ba89756f-d1e9-4587-a337-27be971092c9,e0574ff6-8bf1-4432-855c-2cbd22726b65,False,,
e2d7cbe9-839c-4e45-a8d3-dde7a8a1005d,83fcd262-4957-4299-8f08-f7f97e4e91f9,False,,
4a2b76e2-4ee0-46c9-a481-91efc6e6df35,b75268a8-d293-4a33-88fe-6036ec137349,False,,
c879f495-c6f9-4cc9-a1d8-b15b4a49a6f2,ab652c77-110d-4272-8d3a-ed0191d918a3,False,,
998498b5-44d7-46c9-9fa1-b66992832cee,274422bc-182e-4382-8775-7e6a166e264b,False,,
9a15e72a-5efb-4660-8920-a7ca157b335f,cfe2c1fd-aa0b-4569-8fe1-5365a4a3797b,True,Answered by Wrong Department,3.0
8d8664d5-9b73-4e65-a3c2-a5ab81077356,801a7066-5d41-4772-91f4-379773fa7964,False,,
b0724af4-4f47-42e9-b138-19bc9d61227e,a13a69ee-c48f-4eae-af7b-5a81514f7e49,False,,
ff8512b7-54cd-4ae0-b8b2-90b267d1687d,c5fe8ddc-8fd8-4ccb-955d-ce7fca9964ed,False,,
428531ec-5d14-436e-ba46-bcbea597645f,a17e55a1-6346-481f-8394-3e377e68a7d6,False,,
9fdd15c0-1929-4d25-bade-fac9aa7e0f7d,2eed83f1-a6ef-428c-aa6a-9fe222966947,False,,
95376e58-c0d1-4ab4-a517-042edc53bed6,7468876e-ef5a-452e-8bd7-a1996650806b,False,,
d95c3955-339d-4a43-a6b6-4b664e595a55,25ec85ca-4e96-411b-a6bf-5f0eafd035d2,False,,
5cd90f7d-e295-4273-8d94-ed3b080d95a7,7feecb79-60d0-43bf-ba35-6def29b8eee2,True,Not Interested,
a4cf02ca-5b1f-42f3-8303-a24c47946d4d,3e184b29-a80b-4b75-aee7-3e730c91ab3d,False,,
01ce8076-84f0-4b54-a445-d8cba7028a9e,fabefc0f-882a-48ae-b85e-21e7f4a07383,True,Long Wait Time,3.0
cd09cf98-321b-4ccf-b2cb-ae3439f3a543,dea662cc-7942-4f13-97e5-be0f7aa4e935,False,,
e91d0abe-28ba-487d-953b-5a38e21039f3,ed2a20a5-5b2b-4623-8788-cec58800641b,False,,
84ccdbec-6f45-40c4-9832-b4f28b83e4e4,4fec495b-bbe6-4581-bc7b-699d5c3ccd52,False,,
e2302b6d-eee6-4edc-9103-926b5911702a,2aaf1cf7-4aa8-40bf-a91a-e7cf844e6d60,False,,
10ea1fcd-effb-4ec3-99de-f46418109110,2c7ea8de-319a-4a6b-90d7-5e3ded41c762,False,,
002ab07f-89d6-4005-8455-4a08fb801248,e4b6b3f3-427a-41f6-991f-1d0293c33802,False,,
1b6dbdf0-8f55-44cf-b8a5-9574669a8beb,c914132c-b934-4826-b94f-4f6c53f4825c,True,Long Wait Time,9.0
23b848ef-2083-4605-88b3-680207c0ff4d,206dd379-d02f-44b0-825d-c8fdf2034884,True,Answered by Wrong Department,
732b0e5c-2d32-4c27-8879-2557c35dc5d6,1408abc5-39e8-406f-9822-250390e49511,False,,
ecc23d3d-0ecb-4cff-8cd8-9cc6f3d48926,ec389efd-82d7-4e6f-886f-986a98d0dfd0,True,Answered by Wrong Department,6.0
3ccdd024-706f-4996-9a88-920b98959a76,6f7eaf7a-e32c-4305-937a-17cb1c24ada0,False,,
9ceeb13a-585f-4d10-a17b-b00105ed437b,17d9a355-8f73-4e2a-a0d7-044009b30950,False,,
80d8c5b4-b409-46c9-802a-13e8de82f6b1,ae47a744-6c29-4b23-978d-7a3490959964,True,Not Interested,
4003dcb7-ba01-45c1-a702-f376d6d2a788,71045d79-b5fe-4fea-8794-837216a31d36,True,Not Interested,
01d85417-36af-42d4-b35f-6b6167a22bb7,48bd8aaa-c252-4d59-82dd-5ed28ee63cda,False,,
4d0fd60d-4076-4aa7-aba8-130e9f0ef7d8,55a27b24-e17d-4126-acf1-60a4325fb019,False,,
39aad15f-bf08-4b1f-b19a-0fc6750a4890,2dba93d8-9071-4165-8a8a-8cce384d66b6,False,,
c6dbd1b4-ea02-446e-99be-7d91e3a1223e,6838f2b0-9288-49d4-a0b9-cd25f304d39e,False,,
231a40cb-7c1b-40e0-8614-b3200661b644,21b81fd3-6287-4903-9c36-23522e9b6a02,False,,
6eb74f47-e558-4c04-9ffd-c8daa4f2d520,d9f133cd-6ae6-4b70-8c3f-b6e0efeabe1e,True,Not Interested,7.0
fa106045-346e-4c19-bd7e-8fb720a9d82d,2e35d13d-af69-4ee7-9eed-778388123da6,True,Not Interested,8.0
ae08acda-85f6-4758-87c6-82f4e07436bc,eae721c2-a750-4ac7-92b1-68251bbe8129,False,,
8cf71672-5a38-4908-834d-f17f75436231,f1a83a58-398b-4e5b-ae8e-448ff00aee10,False,,
d2b379c3-c0f3-46e3-8ba1-69863225e8e8,99079da3-5218-44e5-9897-7aa1d030a16c,False,,
a152a520-0e43-4cff-a218-1fe52d3e6882,9062c664-1d8f-4734-8de1-19bb8d9d4283,False,,
936a0bb3-0f81-4034-934d-465c039573f4,92e5f68b-1d90-455d-b94c-3970ef1e3dfb,False,,
f7286f3f-bb17-4aa7-821f-3f1c770b9fc1,dbd4bc21-65dc-4c81-85aa-4ff7a9f0c7d2,False,,
91944e27-cfcb-492d-9163-c9bf1dc1e919,3c9d7ef5-48ec-4a1b-811c-2c21b120c37f,False,,
c2ae3eaf-3631-4763-b11e-0d51025a5cd1,1ba916e6-b8d8-4ade-b97f-32e7fb33d578,False,,
bba92725-8878-4efa-a589-87058d15e293,045d5787-c7db-4110-a1c0-d2b462af7fc9,False,,
83b32d1a-d7ba-476e-8bf5-aae0f4e370c4,b7f207e2-7c69-4c72-aeb7-3cb7f65bcbd7,True,Answered by Wrong Department,
6eb055e1-2b89-4d6b-b54c-5821e207f335,96e4337c-c368-415c-a4b1-fee3f707e60e,False,,
8c0eab18-1ba9-4c4a-8d44-929ea47262ed,0cc67484-b221-4d43-a4e9-4fac48909390,False,,
78712b3b-5adf-4d94-bb4d-27a9925b4ec7,9d536da4-0014-445e-880f-beb7d188260b,True,Answered by Wrong Department,
d3234e15-24c7-4d70-8a9c-98df32a73fe5,e72ba681-f99d-451a-bbdb-a904339aaede,False,,
9ef1da43-5871-46bb-9503-5f6d40d8bb42,d73766ec-486a-4319-ab5f-985b9aaa35e2,True,Long Wait Time,8.0
8cc73d5a-f1bd-4cee-a6d7-d457736006bf,ea72f2fd-bc20-42e4-b637-e439d8857a1b,False,,
10262f8d-a66a-439c-9dbb-18776febfd1e,7da660a5-8c75-4695-9b83-0937962b3a47,True,Long Wait Time,
7c412d5d-ac63-47b3-ad6c-1386b544ea1c,6715de20-d98e-4a5f-8ec0-c92368936dde,True,Answered by Wrong Department,1.0
3f7c446e-3b44-466c-a327-573b4e4d6eb2,e1cb3ca9-1528-400f-9284-51e446bd13d0,True,Long Wait Time,
0d664478-e56c-44e2-a844-73724c5eedb2,53a2b838-3c8a-49b1-996e-571900876a39,False,,
2700344c-161e-4937-89de-2b312d0fee53,ab80949c-a4f5-4a33-821a-de34f9345495,True,Answered by Wrong Department,10.0
603616b7-e3b9-4213-ae03-aac46a03b11a,cb469db9-2ff3-4821-980e-e59a2e1914f5,False,,
f8455824-ad7a-4dab-8a01-2f6e0c059e84,42bfd065-f16c-48d4-8a63-67556aaf108f,True,Long Wait Time,
4c84ff40-344c-46d6-b440-0bb35856480b,9f36606d-12bb-4fe9-bddc-adba21d889ff,False,,
6f923062-adda-4c94-9781-0cd96ce19de6,e494579e-883f-4888-8b01-0e597979898b,True,Long Wait Time,
bb264aae-6b7e-474e-a0db-4ab29729b08f,181bb5df-dea8-4614-89b4-8745ef954871,True,Not Interested,
b9c3a222-93ab-4a71-b4ab-0b35e6c9cc21,f02b978d-1830-4286-b095-9f4cd2aa3940,True,Answered by Wrong Department,
45198689-ec8e-4520-a5f4-9180997b28fa,97383ecd-9721-4d3b-bd24-ff6830492649,True,Answered by Wrong Department,
51cd6722-899e-40a8-80ec-c1c20058bb22,5d9f25d7-38e9-405a-bb94-485ed49b54f2,True,Not Interested,1.0
8a4d1d2f-90ce-4c7b-acd6-f4cde830cdd0,ab8da2f4-bab7-44d9-9303-02c08a5f8138,True,Not Interested,
7e5e5564-9bd7-455d-8d31-1ac1f1b83df8,3dfee76b-64d2-44b4-8b43-8e33e4d3ea77,False,,
0c00f1ae-c2d5-431b-a506-c09279b8ba6e,bb41f845-7028-40fe-92ab-6ab93d27f85c,False,,
529ce97f-487e-4a04-bf14-06fda3558d24,ed3be614-0789-44c9-81b7-bea0ae36edcf,False,,
a71748d7-9f01-4ec8-af89-cc6f17af30ac,67ce219a-b440-4b1c-a8b7-fac331949cfb,False,,
21801ce3-9721-47ab-bca9-d5417ac7eb10,5e06f053-3a22-4f40-8e9d-6375d2659289,True,Long Wait Time,
be1fc1e1-33e5-4d70-b836-be14455178b1,da76b317-a047-4785-8475-6c62bd181cd7,False,,
d365cd5e-f5f6-405b-8531-7ef573bf37c2,237a8774-3e7c-49db-b9f3-ce40512075f2,False,,
c40c922c-bc02-48b4-b2f7-566103edcc61,465a01c9-cabe-476c-be3c-90867a3a8b8b,False,,
aba70d70-90ce-46ac-8a5b-955e4bd2c04e,6a5a3566-5a9b-4217-b832-79423fb59410,True,Long Wait Time,6.0
b50a9d9f-74e0-4c0d-934b-5a7dcccb883d,ef82c122-8308-45ca-9e41-508169a67d09,True,Answered by Wrong Department,
15002891-cd12-4df8-9580-2db646dd50a8,7613bcb3-f60f-4ec1-90b2-ddc68b97f609,True,Answered by Wrong Department,8.0
e261b7fe-a76b-46eb-86f6-00f5e38d3e0b,26006e64-cd87-49fc-997e-c5632ea5d84e,False,,
e0b44d12-3658-4828-926d-4a9b605f745f,b3ab819a-665e-4c89-9746-3092cdada969,True,Long Wait Time,
62f8a6df-f4e9-4487-b7ab-04c34b2c6e0a,2858846c-b27a-4007-a82e-77c5c115432e,False,,
9fe3f961-0380-4693-a718-4ecaf7ddfbae,c28b12e9-7f5a-46d4-bdbb-33771b0a2fce,True,Not Interested,
ce74a9b0-e342-48d9-8b78-10384b900c40,08c82ef2-5700-4d10-99ec-736c88903f4d,False,,
341824b3-641d-40a8-8ba6-a805c27fb2dc,b7423c4f-de8a-4885-a694-a448043e9e0b,True,Long Wait Time,
d8f14c75-94ec-4a18-a50b-3027f6cbc3fe,1556ead5-7922-4bca-8f4f-9e565bd57207,True,Long Wait Time,
915703ae-e25d-4338-b6cb-ad85ac098296,554da8cb-2118-4ef9-90a0-7a8ac92de133,False,,
07853816-93b7-4bad-a05a-ae3ffef077a9,1f8bfeeb-c7bb-4844-b2ea-fa06bf7f5769,False,,
2343db12-bc6f-4492-909e-2560e0a6208c,995ec7fa-8345-440e-a418-e90302321c9a,True,Not Interested,
29e28336-6bcb-400f-9dde-664f4d205bc1,27f3d8b3-f5b3-4697-8575-2861be7dce6e,True,Long Wait Time,1.0
531d1ace-6bf3-40f0-b2ea-49bf9942b3ea,6be62495-5384-4cf2-b550-57c483d692ff,True,Long Wait Time,7.0
62f03ee5-d76d-441a-8cc4-fa313d7925a2,617f0e5c-bf10-4b8d-a739-51a34d3b06bf,True,Answered by Wrong Department,
f86b0644-cf2e-4a7d-85a9-03edb1803177,d7dd4bb7-e53a-425e-9b4c-e12a4aaf6637,True,Not Interested,
44e2c213-a34f-465c-a6b3-81b083806a12,2c6bd6fa-52c3-485d-8b8a-edbdaef1d831,False,,
c5bf9a1b-0855-4312-9872-0f5b0e1e1237,2f17e327-e2f6-4ddb-a9d7-34dbf9f86f3b,False,,
8bea022c-75d6-426f-93bc-0112713330ae,ba982d8a-a0de-4d02-a0d0-366ef3601ba0,True,Answered by Wrong Department,
f95161f3-3122-40fc-bd39-f06bf7cd9123,c6a09039-2871-4116-bf92-6ce42f6bee00,True,Not Interested,10.0
83fbee40-c4d9-469a-9110-acc7e9af21d3,65c53307-fa1a-4407-ae9e-c81c43163db0,True,Answered by Wrong Department,9.0
f5f80c32-64a1-4bae-a85c-3c46e93af22a,33061741-dae9-4440-8894-e5630fc9918a,True,Not Interested,
13cba4e1-2370-4ad7-817d-f937a043f02e,b74d669e-d69b-4923-ab13-4d2195a75b22,False,,
dff89ad6-8e6e-46bb-aebe-738e6c0ca6cd,7d405e7b-07bc-42b3-856d-198999c301e8,False,,
37b2eb5f-a81b-4ab2-a5a3-526181a8fd8e,41b984ff-906c-47ad-868f-8ea2ba92c771,True,Long Wait Time,10.0
3934ef0c-6c20-467d-8a49-9732dc57ce45,e524eaf6-a03c-4026-8405-ee9fe9cc742f,False,,
5feeabcd-b5ed-4005-af6f-2d8e7ce8f596,cbc1ef93-53a3-4125-8a16-7dc2e74b4cdc,True,Answered by Wrong Department,
3bf4b274-7eed-4143-b9f8-975de77e03b9,76effaed-4018-4aaa-8782-587710d62345,True,Not Interested,3.0
1c8e4b56-ed8f-4fa1-82ec-cdf5d578e07b,cc63276a-6355-481d-8deb-aa192574cd28,True,Long Wait Time,7.0
1e78c4dc-f03c-4332-8ed2-ada264cd34a9,ff349a9a-9d9d-4b99-a11e-f5278da3fec5,True,Long Wait Time,3.0
d5e1eb31-b4ea-4184-89ce-69ded992692c,f875f018-1d1c-4472-96e9-5c1ad5038166,True,Answered by Wrong Department,9.0
760dbc61-449b-4674-ae6d-5ba8298b7687,4be77089-9dcd-402c-9af4-117acd595c1d,False,,
ae8e0a23-107d-4679-ae0f-dd909df010b5,4516900e-8dd4-47a8-b727-f2cee8a1a9f4,True,Not Interested,2.0
9513e4e4-05d9-4d5d-9ad3-447837f96753,3c43ed19-2a89-4f71-b405-12d3affdf496,True,Long Wait Time,9.0
56aa6a73-0991-4791-a0cb-06a68632c9ff,11ab18c7-09ed-454c-be36-f2a034f4d4d5,False,,
2ae48c54-5cc1-4b09-9498-bce68901c261,da785bab-3ae9-4d89-85a5-bcb9c2796d9a,False,,
72d73d02-3a33-40c5-99f0-c269cb6babb3,4bd74faf-3790-4f6e-a0e8-2cc15df1e18c,True,Long Wait Time,
cd3e4273-21bd-476c-9ca2-48b44dc0bfa1,c72197f5-b2b6-40f8-9997-1d33af51e223,True,Long Wait Time,4.0
ed8b686d-2dc5-4686-8696-9050aecb0571,3e2c18f4-22cd-4f94-8590-5f1dd7c94562,True,Long Wait Time,
d64d3af7-30c7-496f-a6b2-d619da2f0b94,98300f60-9098-41be-b07c-7667c425e39c,True,Not Interested,
e0ea6b93-6e20-45c5-a406-ac915253648a,4e7590b7-9ef3-432e-b9d0-90d36f56ef87,True,Long Wait Time,
61dc80ed-a265-469b-aee2-b4e8400d7e58,f8c47295-2f8a-44b8-a497-c85e64099caa,False,,
885aac51-e648-41d5-9470-04e924b9a93c,ef92754f-f371-4fbc-b977-cc090bb63f0d,True,Answered by Wrong Department,
612792f1-9574-4e5e-b10d-a27d2e21cb74,9ac5792e-5c2b-456a-9042-fc9ff566407a,True,Answered by Wrong Department,9.0
b5654067-7791-4971-a695-d5740c9545be,81d9ec4c-7810-47e8-a732-638838c53d82,True,Not Interested,
8f0b8701-849a-4e91-b38c-2c64cf8b7210,979e4f92-eeb3-440c-8b57-86481ff87962,True,Not Interested,7.0
6997066d-936e-464b-94d0-a5e899d164ad,b2949e38-449b-43ec-a45c-a04ffca21f29,False,,
943126c1-48b8-4035-9d36-35064d7c7a31,fd2839cf-1ecf-427e-a937-5513364da468,False,,
8681b305-4e38-4b62-810a-b0fa5a74f5dc,240d8716-506d-4af8-98de-dc0b3166085f,False,,
871fb3e9-6249-4ab1-9f47-995269357423,5ce13aa4-0b40-486a-9758-22ba09c02298,True,Answered by Wrong Department,
cb6b72e8-4859-4b4f-9daa-9445fed1a4cf,1a6dc98c-0887-4db2-8b86-9bdf58d8f99b,True,Not Interested,
cf842f16-f946-4457-8d04-5184c5d9c6df,ac412db4-92a5-4c3c-b635-f69f4a540c7b,False,,
6e8cc551-a224-4f3c-a7b2-38ce0c03fa5f,aded13df-7391-441d-ad42-e2b21cbf3661,True,Answered by Wrong Department,3.0
e0cba16e-5457-4382-855a-7b459650d124,7c8ec22f-9591-4cc3-a06c-6005c72ba877,True,Not Interested,
b38d2560-1548-4573-8867-094d59bc3a94,ffb2161f-d9c0-4169-a5c5-c15a33fecd5a,False,,
2258fba0-2933-4d20-979a-841d967f732b,b7125723-9db1-4830-a25b-60f2d59cc955,False,,
10ee0fc4-fb8f-4cd6-9b23-53e60ffe0df5,cab6270f-e7ca-48f8-8aea-31546da6960b,False,,
0eb32dec-bc79-49d6-96c5-f5fa2526e8dd,58166187-0be5-4b92-99de-4ddf29d44210,False,,
576269b5-1ec3-4f5d-9b2c-7b23d2a55fa2,b1335b0c-14ac-4ac3-8dd5-97223e8941a3,False,,
faac9b99-e6e2-48e3-a24b-667854b61b5c,98673c2c-7f23-4b16-aa24-c44b077e5baa,True,Long Wait Time,5.0
d7222d3d-66c8-4802-96f6-64335effb212,2a2d65b6-f409-4f14-bfa7-5d055feb0289,True,Answered by Wrong Department,
e95c8a2e-af2b-4231-86bb-fe2f57458f23,7a779a06-2f0d-4d70-a98b-870d740f8719,False,,
1b0e65ae-a4ed-48d5-ae15-2348d70f467d,70693c42-029c-4f78-bebe-93d1d8847116,True,Not Interested,6.0
b7d1561c-ef16-4c66-8930-bbcb92632659,9078c48d-fcdd-4d1b-9917-b3f76b8683d9,True,Long Wait Time,7.0
f37bfe2e-b0ca-48b6-bb51-36a8b67f786f,8747071f-90f9-4f6f-b2d8-d6e13ad4f82b,False,,
8bf41ccd-0643-4269-9f32-84424d5d9a21,c5c48e79-9dca-4820-b327-713efa4f7651,False,,
0afd643a-129c-4bb7-8b69-093999abb734,c96081d4-639f-4e10-b409-422dba90376a,False,,
3ea042bf-da1b-4056-b4a6-ab10eaf3fb79,99811ad6-7fab-4830-be6d-6e1820825835,False,,
8cca06c8-3b7b-443d-8f55-ba2e0c5ee0ed,6a7670b1-0b50-4f64-9b48-20fb5dc4db8d,True,Not Interested,4.0
b1d12aba-a222-4692-83e0-64c876227807,7879d3f5-2dc8-43e4-88a9-1910335cba18,False,,
255e40e3-7702-495e-aea8-da3421b264ac,c2dcad3c-32fe-4ab0-8eaf-d4d08d5ffd86,False,,
fe820993-182c-42f3-b17d-8c1176a68e24,e2251d05-c6c0-4373-9560-d234ebca5d9c,False,,
915f5bf7-3faa-4a79-99f3-cb028cd24175,3637bbf8-d8ee-45f1-a2e1-df3ec7c52649,True,Long Wait Time,3.0
