escalation_id,customer_id,agent_id,issue_type,escalation_reason,escalated_department,resolution_status
52a2cdd7-c192-46cc-b2d4-ce95b443c316,8b4fc091-c35f-4a73-a5a8-c09501287a9c,67a54f3d-394d-46bc-93ad-66a796eb81bd,Complaint,Policy issue,Support,Resolved
9714c20f-aecf-4a5e-a6a3-5aa4be14cf2a,3beb0789-8d5d-4417-be26-d54db02f8c1c,4214abf1-e081-4cc9-a412-af9900c6c8c8,Complaint,Customer request,Specialist,Resolved
dbc32abd-87df-49a7-801e-37723f150dc1,e8cdefaa-e049-4d61-9e5e-c1b95ce5176d,89b71996-9161-42f8-99f1-4c26035e9611,Technical Support,Policy issue,Specialist,Pending
cf2124bc-f1f8-4e46-befd-0b73f425948e,0db99da5-faaf-442c-a851-d86570793484,966d5b90-ed4b-47a1-b6b9-9bad9162d6fe,Billing Inquiry,Customer request,Specialist,Resolved
2fdabdd7-381e-4dc0-ade4-e640e0d4635d,523db690-d292-4206-8074-d4be24ed6f82,ad54dde5-485e-4444-a977-51133fa13cd1,Technical Support,Agent not skilled,Support,Resolved
d120f73a-04ce-4a4b-85d3-03329edd1111,3ee95f1b-c462-454f-9b2e-598788a6fc6f,1d3897e7-385a-44ca-bdd3-2d059d232b63,Billing Inquiry,Policy issue,Specialist,Closed
aa1f893c-eae7-4ec1-91a7-dae392aa3d16,2fbbfac6-b1c8-4aa6-b2b6-36f311041e5a,952d20f1-dc78-4aad-83f8-dfe1e01a83e0,Billing Inquiry,Agent not skilled,Specialist,Closed
36f38704-6402-43c7-aeaf-db5a28c41cae,a4c10751-7f18-4f3f-b5bf-f34639f21744,39639746-265e-4400-9242-efcecc43f27b,Technical Support,Policy issue,Specialist,Resolved
d9cd7f87-b1ae-4d21-bac1-c30e0723cafd,ef6042d3-6370-421d-9b72-171725d9f433,d99d96fb-d974-4d19-9b29-84c3a4e499dc,Technical Support,Policy issue,Specialist,Closed
2da77829-5d6a-41c3-beb1-eafb1a382ae8,e7a4c839-789e-4216-8693-a62e5fa03d00,a8d52cb8-33be-4e4a-a640-efa5f95f3985,Technical Support,Customer request,Management,Closed
7ba6b1e3-52ba-4f6a-9db5-b7be9a58a597,3b5b1ca7-3903-4432-87ab-69a1268e23c9,f3480c69-734c-446c-97bb-f1b3c82431ee,Technical Support,Customer request,Support,Resolved
4c005e97-195c-4089-a450-6256e0e6d22b,536a4535-2ff9-4318-a8d5-dba72092bd92,f4797839-1424-4358-8ec6-d957235a91d0,Complaint,Customer request,Support,Pending
79e30384-99e3-4f5b-9614-d41ead436919,53eb384c-2c5a-475d-82d3-a2527f2f190b,2128a939-39cc-46a6-a2c0-f18cf7c06d38,Complaint,Policy issue,Management,Pending
12e6587a-0997-430d-a11f-cf061fac0a21,ee5710e9-0f34-4f0c-8e4c-c666021cf416,3581d02e-fc01-41f1-9896-26151ce5e2af,Billing Inquiry,Policy issue,Specialist,Resolved
f6470053-63f5-4754-8167-1a7196d69cb8,311b44c9-ccb0-402e-b559-db0f61fe196c,10313bde-e344-47be-a755-210f03347030,Billing Inquiry,Policy issue,Specialist,Resolved
5bae687c-1461-4341-889e-19643fa6f73c,3f50ef98-4f43-467c-8fbc-07f3af8192c5,ead24ec8-353f-48c9-89d3-5f239f670221,Billing Inquiry,Customer request,Management,Resolved
1aef3425-c27d-4912-8357-0f183c72e00b,b119c274-8601-4c1f-83cb-1f35abf351a2,c2507c2c-c63b-4a03-bd68-50be4a6e83fe,Complaint,Agent not skilled,Support,Closed
9af2d12a-3bd7-4602-b0ca-ca1d964166ac,34da0a34-847e-4db1-bc14-942b6d59f085,0e09d2a7-c15c-429c-8e9b-bc6b0b3dd51b,Technical Support,Policy issue,Management,Closed
394085f5-a479-4a13-909e-be4d1f20c9de,3ced7a6a-cc92-46c7-af25-6a3bc6831d7c,a103ccbd-1229-4a95-a358-c1b7f59ec7c4,Technical Support,Agent not skilled,Management,Closed
f4eb7faa-fc68-4268-9365-6fe3f0635ecd,09ecf39b-8d9d-47f7-90ce-e61aecabc2d9,cb3b14e1-ba79-4263-bdfa-3d35094c170c,Technical Support,Agent not skilled,Support,Resolved
ec08122f-27fa-4c95-978b-82157414f2f3,98a906c6-66ca-4520-95f0-ad83a613ec26,3d337902-a266-4da9-a2f2-7ee961ea9200,Complaint,Customer request,Management,Resolved
14e78870-679d-4f60-9526-9900cf341206,31a09dd7-0ef1-4f5f-bee1-aca93799c074,459989f1-7bcc-4ef1-b752-755dddf5fa71,Technical Support,Agent not skilled,Support,Closed
f16eed08-e5f9-42dc-aebb-44a7dbb51727,5b653b73-f0be-402e-9616-f59635b15215,0036cea4-ac15-4a2c-9bbf-abc9e6dcf23d,Billing Inquiry,Policy issue,Support,Closed
720aa2d0-db5f-4736-86a0-e7007479e438,98bde839-9573-477d-a514-410738b18c80,a5aafa27-55bc-469f-aa03-40802f98b717,Billing Inquiry,Policy issue,Management,Resolved
8b8b90b0-f153-4115-99a9-0d4805632617,cbf050e4-2679-4782-9185-4d2a1deaaaf7,b6be28ab-2e5e-4ae7-84f5-64ea01c0bc8e,Technical Support,Customer request,Specialist,Closed
23da9157-0e33-40c2-bf59-fe3fa0e5cb19,edf77435-4fe1-42d2-803b-ea714d1ad6fe,5b3ab495-8c6c-42d5-bcb4-36003e48ec24,Complaint,Policy issue,Support,Pending
d43275a0-f6fd-4e1c-a810-7ea855f17e7a,417dfb4f-e29e-41e9-85b1-56cfd1ee32bf,9d9beab6-a309-4745-8f22-58f9459630c5,Complaint,Customer request,Specialist,Pending
64582a72-8214-4278-8233-510a6a398f35,d99a0457-865b-484b-b923-8d845c897a41,23f8f862-697d-4d75-94e3-6450608284a8,Complaint,Customer request,Support,Resolved
ad70908d-cb0e-4623-98f0-b676cbb59f19,d521ac31-1bdb-438f-a09f-1886ca748779,abc3da76-7dbf-422d-8910-61d07db8f818,Technical Support,Agent not skilled,Support,Closed
b2a29b01-c922-42de-8a52-9c8d17d806dd,e490aac1-76fa-4d35-a4cf-94efa693c3f0,6cac15f0-eeb7-4622-aa6b-59fea2188e2d,Complaint,Agent not skilled,Management,Resolved
7dcb47a6-76dd-4d91-9a62-20612f305d0f,41f226f3-d44e-4498-bbd2-c423365a5e23,5210d273-41c2-4ffd-bf0a-d53de8a7d53c,Technical Support,Agent not skilled,Specialist,Resolved
5bcd2ef4-a6e7-4e32-a5e7-d9a0d5561ee8,450869b4-3cea-4e23-b896-7cea60887b8d,bb4c5bf8-69cf-4822-9456-03fcb4c5357c,Complaint,Customer request,Support,Pending
63fbfd84-b0dd-4ef1-86a1-8da569853a04,fc51fddc-8c52-49bb-ac28-7f6b230329e9,1972ea3d-74cd-4268-8b28-1e6f236a3db4,Technical Support,Customer request,Management,Resolved
885b7dfd-fcf5-4f30-95e5-bff501c093fd,4ac2b4d0-6a82-4ed5-8874-00fd32dc48cb,ad54dde5-485e-4444-a977-51133fa13cd1,Complaint,Policy issue,Management,Pending
22224ddf-43b1-4b90-8443-fce3c4d59d1b,dc68276e-cefe-4572-a5d1-88c1334fb641,453de57e-e2f6-402a-b3c1-7bb0e87c628f,Billing Inquiry,Customer request,Management,Pending
20ceade7-f395-4fc7-bd3e-37cef4c8902d,1662ea6f-290f-4673-8e90-1cdb55ea9b57,4e1d3db2-effe-4e76-9c8d-1476880ae9b4,Complaint,Customer request,Specialist,Closed
1294a09c-b807-4f1d-8e62-7bd4057efd85,f15483a3-554f-4301-82f2-e37eadaf3f12,5dbb965f-a1c5-4566-9078-dc8a3f2c12f2,Billing Inquiry,Customer request,Management,Closed
fffd0b1d-4041-47f6-a2ca-24656634af30,3a3d991e-75aa-4979-8662-42f2f43ab0db,494c6210-fb16-4699-aa49-407f8fad5b69,Technical Support,Agent not skilled,Management,Pending
a7e14ef3-c16d-4dd9-bed1-a3ef30409d25,6ca71f1e-e1a6-472a-9eb8-0b7ab06f1fa7,740bd783-2ae5-4123-9a1b-3acca4622b3b,Complaint,Agent not skilled,Support,Resolved
2ca39a21-0d8f-4c58-8356-3f55d846b316,848e94f3-4ad9-48b2-a24e-8fb72ce9292f,75c5382b-00f6-477d-b83a-2c743bc2ad05,Technical Support,Customer request,Support,Resolved
1b6193da-c377-4f7e-9c12-b998adac6549,078d46c9-5318-4634-9b04-7def8907d56f,726eaa1f-a1df-4387-8187-84a45e5ff524,Billing Inquiry,Agent not skilled,Specialist,Pending
91251dc1-b9ac-4ca4-81fe-da5e8046295f,8e4c546c-e15b-463f-b60b-1682297f9abe,67a54f3d-394d-46bc-93ad-66a796eb81bd,Complaint,Customer request,Support,Pending
21088563-e758-4a36-aa43-0c29d7bee0f3,46cbada2-ca91-45a9-83ec-1c365a22a15f,5b3ab495-8c6c-42d5-bcb4-36003e48ec24,Complaint,Agent not skilled,Specialist,Pending
221e528c-f6eb-49c6-9088-d5c507c73f5d,ba092faa-4272-4191-957d-de67477c72ca,e9f9a4c1-948c-483f-bc72-915896eb5da3,Billing Inquiry,Customer request,Specialist,Pending
9886790c-6867-4425-9292-78fad72f5f3b,05634b1e-2361-455f-97f1-54d5a4ada92f,3843d1ba-0fe8-43c4-95db-85431f587140,Technical Support,Agent not skilled,Specialist,Closed
a8a7b55a-f22d-402e-9a89-81fe340d5aa9,8ec5a556-790e-42f6-834a-89899f61e59f,d99d96fb-d974-4d19-9b29-84c3a4e499dc,Billing Inquiry,Customer request,Specialist,Closed
c88bcdb4-57ab-488b-bd83-c5a193ceb8e9,236391ce-deb3-4dd5-9d88-46c5834bda67,00b62f64-5967-4ca8-ac21-db0c6c7f80c2,Complaint,Policy issue,Management,Pending
593a835c-775d-479e-bf03-4f7bead6de9f,3f24cd10-f911-4abf-9d46-89b69527edae,1c9cf5d5-9929-44aa-9b76-455c709e81d9,Billing Inquiry,Policy issue,Specialist,Resolved
0a40361b-0949-4e9c-8460-01418e6b667f,a55be2c3-6fae-4b4e-a26d-1cd42287b4e7,6fde23ad-9c0d-476c-99f1-8f4fc274fa15,Technical Support,Agent not skilled,Support,Resolved
2410e172-f4ad-4161-a8c8-a7f4949fad01,09ac5590-9b27-40ea-9902-037436f5f587,a160beab-d4cd-4a8b-adf3-1f40ad890d1e,Complaint,Agent not skilled,Management,Closed
2305b672-89ff-4999-a921-0fd6e6c21c55,68cff958-4e20-4260-bf3c-9d17cc99e01b,5b3ab495-8c6c-42d5-bcb4-36003e48ec24,Billing Inquiry,Customer request,Specialist,Pending
ce1ef5b4-82ba-4f79-9c07-1bae157be832,0d7bbac5-ee98-4700-ae92-952958dba5bf,39639746-265e-4400-9242-efcecc43f27b,Complaint,Policy issue,Specialist,Resolved
e97b1d5d-1fed-496f-b91b-c056f5280b9f,21c61bd6-f9d1-4dad-a857-83837e8532d0,2535b78c-bcb0-45c8-a58b-a3d844d9a44c,Complaint,Customer request,Support,Pending
63971032-f37f-4fa4-94f0-7abfe4832c55,316951de-acde-4719-80ed-de052df4ccb1,0e7801c7-0243-425d-b85b-cc72026bd2aa,Complaint,Customer request,Support,Pending
48437de9-ad23-44b3-b4cc-ae39223393be,a560b734-42b7-4e8e-8f95-5b0f17404d70,1972ea3d-74cd-4268-8b28-1e6f236a3db4,Billing Inquiry,Agent not skilled,Specialist,Resolved
146384f8-9b01-4443-a548-a01b9f25ece3,892d3aa1-b29d-4df1-99f4-99927ae329a7,1094fbcd-932f-4290-92f6-bd8ca42ab593,Technical Support,Policy issue,Management,Closed
76abae22-36a8-4a18-b5bf-02aa0189fb20,4f02c566-19d9-4187-85f0-6cf7da240b82,a0dda56f-8d52-4d4c-a781-dfe3954227ef,Complaint,Policy issue,Specialist,Pending
ded0a277-b70d-47f1-a09c-8c197c66cea8,f23e7501-277c-4504-bfdb-215ed917adf3,0036cea4-ac15-4a2c-9bbf-abc9e6dcf23d,Billing Inquiry,Customer request,Management,Resolved
8e29c4cc-0368-4cce-9ee7-73f76e4ff3d6,1c8bb922-7bd6-44dc-aac0-838c1643a0fe,453de57e-e2f6-402a-b3c1-7bb0e87c628f,Technical Support,Policy issue,Specialist,Pending
d560a7d9-fa19-4791-8612-bfcd68d14890,c0d3dd5d-8c96-40e3-bed6-98e5e3d26f42,cfe538f5-f2bd-41b0-a7eb-e8127ebcd901,Complaint,Customer request,Support,Resolved
34fb64b5-f97b-4b65-8193-5a8e1e4683a6,722c0045-eb0c-4c40-92cc-002cc32bd7d6,07e30ec1-6bf2-4b0d-ba8d-5673e585fe00,Billing Inquiry,Policy issue,Support,Pending
9bec4a5c-804b-4493-b2f6-7d183de94be1,1afb8dc1-2e44-4c96-a240-d2a73e6588d4,083d236b-65f2-484a-84cf-857f2872dc50,Complaint,Agent not skilled,Specialist,Resolved
582619cc-08b0-4a6b-a425-0997a11e1d09,4ea32d3a-7ade-472f-a755-cad787841b31,268167a9-318b-4de3-9519-73da88f6e556,Technical Support,Agent not skilled,Management,Closed
6f54140d-2366-41b6-b4a4-b5fae1e00107,932c6f46-3912-43ad-9620-b54bf2cacda1,a3baebfd-462f-430e-92b8-c1384361b409,Complaint,Policy issue,Management,Pending
eda83830-8476-48d9-ad81-66ddf5df9626,bce52a6c-3c5a-4900-91c4-6d1d700d519c,2a0704d4-0c3b-41a0-81f5-6e7fb71e93aa,Complaint,Agent not skilled,Management,Pending
2a7913fe-1b0a-47f5-bdc0-4aa52033a464,f44d1f1a-f519-4fdf-bad0-de4f62329616,c72bc976-4e21-42d3-a344-df2d2176b1dc,Complaint,Customer request,Support,Closed
04864584-3e74-41a7-a5ad-ecb60c3aeea1,ffee477a-febe-4685-a384-d114edd458ca,e9f9a4c1-948c-483f-bc72-915896eb5da3,Complaint,Policy issue,Support,Resolved
52885e60-d3ff-4fb6-8255-03378ef54685,c1f36f69-2dfc-4ba1-aa52-fb7781b84c7a,97bae71b-aec7-4d3e-81b3-e77fd1a2437d,Billing Inquiry,Policy issue,Support,Pending
44a21b47-a792-4d5d-ac88-eaee80c07b50,f596acb3-6886-4ebf-8738-de747e794ce4,73ab41ee-09d5-4155-9860-d6949d052ac1,Billing Inquiry,Agent not skilled,Management,Resolved
2f4bf5b3-16b1-4554-86e3-7be5d2ad63e2,ac62aaf9-ab2b-4b9b-96f5-c96b0a3597df,f882aedd-8f69-4d95-a48d-7e06e3886f3f,Billing Inquiry,Customer request,Specialist,Closed
585307e3-71b5-46cc-b1a7-fb78e93d861c,73beaec9-4458-4295-b193-d9a2f557b2ef,483e9feb-4319-40cb-8143-5f845ba402e8,Complaint,Customer request,Management,Pending
c8d016c0-47a2-43a3-88a7-5e84f3f703f0,d0ef1127-690b-40ce-b0cf-4bb5c3452999,381fbef4-e9dc-49c5-9ead-356c2723a291,Billing Inquiry,Agent not skilled,Support,Closed
dd0d4fac-f988-4b63-995a-ef5825f8f8c6,2263a913-b3e6-46ca-bdd5-c12e34b1e09b,b96b7bf9-e716-4fc1-b959-4c1a47f4e0ab,Billing Inquiry,Policy issue,Specialist,Resolved
0e0a4dd5-c515-4d11-919c-791fdbedc395,ee28db05-21ef-467c-9286-e5e1a9c63213,31431898-a89d-4db3-b07f-394aedfd3d84,Complaint,Customer request,Support,Resolved
dd74817b-8338-4d47-aa20-3013ee975d28,cd8f2da3-bbbe-411a-b48f-cfe5030c3fc0,8c308fe2-8137-477f-8e7e-815fb6564d1f,Complaint,Customer request,Management,Pending
35b1f1e5-32d7-41dd-9800-0c4bed78a286,2827dfcd-00f1-41d4-b504-b77117892cce,3dcc4561-43d1-41db-8e46-a90c2138161b,Technical Support,Agent not skilled,Specialist,Resolved
b2fd8885-9df1-4f16-9891-1fbffb9db281,e8b912c8-c9d8-4670-983f-98717383c8f1,d26f9e4f-00c1-4b75-802e-4e89a90005e3,Complaint,Agent not skilled,Management,Resolved
2060306c-b846-4dc7-b788-99d16ecc1200,a20b7516-697a-4491-8561-69d8cd5b1764,726eaa1f-a1df-4387-8187-84a45e5ff524,Complaint,Policy issue,Management,Pending
d8e3ce9a-464f-4f0d-82a8-e5e5a5ac413d,485fe045-5160-4695-9e18-9d3cc50a48e4,f4797839-1424-4358-8ec6-d957235a91d0,Billing Inquiry,Customer request,Support,Resolved
3dce3243-0a41-4ee0-ae5c-1a921cfc51df,05f4690d-6d91-4a7b-989d-a829f959bc0e,453de57e-e2f6-402a-b3c1-7bb0e87c628f,Complaint,Policy issue,Specialist,Closed
5e3177a1-ec5a-4e19-96db-ce0efd71cb15,2965ecf6-9c06-40af-b31d-7ed5fff56fd6,3914f459-1d92-4918-9c6b-2048735564a9,Technical Support,Agent not skilled,Specialist,Resolved
c85285be-f8f7-426c-884b-4ad74f2dad50,980d2e1e-ad82-45b7-b9dc-af49bedb1bc8,2f411ffc-0af4-401e-a519-bbd691883629,Billing Inquiry,Policy issue,Specialist,Pending
dc38d5c3-f481-4edb-b5f6-c0c84eae610d,2ae92891-c119-4644-a39a-50e8dabdce9e,98874388-74d8-4b81-b369-98c57ae27b36,Technical Support,Customer request,Management,Closed
e0930dfd-628a-4372-8952-cddcb7714104,b367ce4a-c9c1-470d-9d27-33e0c247dc44,39639746-265e-4400-9242-efcecc43f27b,Complaint,Customer request,Specialist,Pending
cc168f8f-06e7-43ad-8a35-0b597aab8c39,c1843fe9-715c-4f67-b6a2-53202bd65462,453de57e-e2f6-402a-b3c1-7bb0e87c628f,Billing Inquiry,Policy issue,Support,Pending
ca10da66-3a51-4d04-9a17-31f970dbc8e4,d4b0f55c-9d6d-4ab5-84f5-8c069cea351e,a7af85ed-a47b-40d3-967c-00a955cd1a58,Technical Support,Agent not skilled,Support,Closed
16ab4781-87cb-4912-b0a7-ea97f3a2ad73,e0aaae20-38d6-4672-b2e6-cf94ee69140b,268167a9-318b-4de3-9519-73da88f6e556,Complaint,Agent not skilled,Support,Resolved
73473f1f-f558-40d3-a300-bd68b62a3d0f,55e6f072-9207-45c5-92fa-aa73d96244d6,083d236b-65f2-484a-84cf-857f2872dc50,Technical Support,Agent not skilled,Specialist,Closed
f5b3be64-d4aa-405e-a23f-65f9834977a9,44df1c67-78a4-407e-a836-63eef8501a6f,a69f0b18-bfc9-49cf-a51a-1c3c530782ef,Complaint,Customer request,Support,Pending
ee486f36-60d5-4b33-a1f4-00af432dfc71,3dc9588c-88e5-47ff-898a-d14430be32e7,0ff5b587-a738-4203-a04e-21ddf959be6c,Billing Inquiry,Agent not skilled,Specialist,Resolved
4acf4389-f660-4a29-a7c1-f8b355264640,a8444e97-b7ca-4e07-888f-2f12c67f019b,df9aea96-5032-4bde-9787-454f804230eb,Billing Inquiry,Customer request,Specialist,Pending
094fbbf8-d67b-40fc-9699-b3fa2edc4030,8971555b-7087-460e-92b0-817faf0ae877,1a605314-adef-4127-b105-a4e0b808caf4,Technical Support,Policy issue,Support,Resolved
11553756-cb45-43ce-925c-f7d2c70a36f4,b8bd6a15-18c7-48d3-9779-dff9c9764c28,91c89532-7eca-4c0f-a4b7-f18d989bb1cb,Technical Support,Customer request,Management,Closed
0cf499e3-aad4-4057-9197-b94b30eaaeb8,43b3d539-fcea-4b1c-81ed-047f2a77529d,0e09d2a7-c15c-429c-8e9b-bc6b0b3dd51b,Complaint,Policy issue,Specialist,Closed
3a370b76-c007-4258-b573-19c4901a5c18,3cce0b6f-2e45-4168-b0f2-4d27f6f6c265,1b254d9f-5201-49c0-bf5f-458014f6d522,Billing Inquiry,Agent not skilled,Management,Pending
2592989e-b230-4573-8d9e-097ad0840489,f5235b57-9e1e-4258-be70-82398dbe004e,519f16ea-87d6-4ec1-b6eb-664c0e94ea49,Billing Inquiry,Policy issue,Support,Pending
2b3cb524-99a0-48ca-97d2-343c58815cf5,9aca6ac2-f83d-4885-b86d-6a17cd43e6bb,10313bde-e344-47be-a755-210f03347030,Complaint,Agent not skilled,Management,Closed
a312eed7-e64e-4248-87fd-3d3a62c14b51,1b7dbeee-d360-430f-9d3e-2e8743e543ff,a4a58475-81ef-4ac2-8158-d41b2749cf26,Complaint,Customer request,Support,Resolved
74111172-b244-4bea-943e-578fed903208,3fa5e848-a4b6-481c-8dd9-af30c6f49278,e4e90091-6c3c-44e8-89c1-c2a6ab851b15,Technical Support,Policy issue,Specialist,Closed
c2096263-1440-4b34-ae61-0ebac4a6660c,0a7e0e6a-cc4e-4f27-b1cf-0211630a5758,dfeb2a22-1ef9-44d3-bc16-6e6c58547702,Complaint,Policy issue,Support,Closed
e82a64da-7c85-4747-9687-135ef36f7872,586f38de-519b-4019-b7e5-3bef4dfec3ec,2acb7771-9ea7-4d53-9f8d-d3b24863b4cb,Billing Inquiry,Customer request,Management,Resolved
ca35386b-a1d0-464b-a31a-08d13456128a,245e3387-2b27-4c49-b7ed-16b09b877c78,f4797839-1424-4358-8ec6-d957235a91d0,Technical Support,Agent not skilled,Specialist,Pending
561c9c1e-55c0-4679-a229-02607220c906,e24ff64d-d919-4ff5-ba24-382dd3d4dcb7,5bc47cc5-3b52-4a3e-a17f-dc880231c2a7,Billing Inquiry,Customer request,Support,Closed
facae493-8662-4782-98d2-e342c54a4258,856221b9-2b81-4e79-86ec-c23ab38d9685,3843d1ba-0fe8-43c4-95db-85431f587140,Complaint,Agent not skilled,Specialist,Resolved
b9f3dcab-807d-4bbc-9b17-e2560bbb2bd3,6047ecbf-a6a7-457b-a3de-0abe632138ed,56cf782e-9c36-4575-b0f8-73752238f153,Billing Inquiry,Policy issue,Management,Pending
fa46e748-4718-470f-8280-5d3de7adb854,ad4f5404-9801-4b8b-8f09-93598cbd381d,27e6fe2f-7b11-4c27-ad2d-f43d6012fa55,Billing Inquiry,Agent not skilled,Support,Pending
64d589a5-63d8-4084-b580-5e91d3994d02,2f8439c2-5b1f-472b-8195-65e9f8e57dc5,726eaa1f-a1df-4387-8187-84a45e5ff524,Complaint,Policy issue,Specialist,Resolved
c6c53958-1112-4fbc-975a-f9239a3ea254,27661cd0-77ef-4e38-a7e7-4059defa9996,cfe538f5-f2bd-41b0-a7eb-e8127ebcd901,Billing Inquiry,Customer request,Management,Closed
fe35e011-1212-4cad-a372-11ca7f1f14fe,f0e1e38e-3975-4ea9-ad3f-547afcb14070,966d5b90-ed4b-47a1-b6b9-9bad9162d6fe,Complaint,Policy issue,Management,Closed
4bd5d88f-b578-430c-832f-a3aa31eaa2a6,0b996013-76d6-4ba1-b2ff-a733a8a3183f,4214abf1-e081-4cc9-a412-af9900c6c8c8,Complaint,Agent not skilled,Support,Pending
a91e21c0-fc22-4480-82c0-06d825a4f1db,1da3f514-24e5-4a39-8c84-9cb057829771,f882aedd-8f69-4d95-a48d-7e06e3886f3f,Complaint,Customer request,Management,Resolved
296f7672-8772-4e96-9b3e-869bb5e7a958,15d0aefc-190e-4e94-ba5b-71932b6daf5d,75d911dc-5eae-43df-ae89-f1e245b0969c,Technical Support,Agent not skilled,Specialist,Closed
1cf1a1e1-ec73-45c7-abb5-8652bfbc1f34,af36c482-932c-45df-b1f4-748bf323b566,f882aedd-8f69-4d95-a48d-7e06e3886f3f,Technical Support,Policy issue,Management,Pending
2a5b17a1-ebba-4086-a005-ad11af26ab8a,dddbf372-41c1-47c7-8e80-601858d008c2,1a605314-adef-4127-b105-a4e0b808caf4,Complaint,Policy issue,Specialist,Resolved
2a2314b0-0fb5-41fc-b913-da58336e7640,4baf868d-b317-480d-8407-e72161226506,36ccf717-3582-47b6-8f5f-08d6aa51b413,Billing Inquiry,Customer request,Support,Pending
2bd54c96-8d3f-4a01-9567-93c5a75185fc,deadc922-9576-4b45-903b-2c2932842a85,bb4c5bf8-69cf-4822-9456-03fcb4c5357c,Complaint,Policy issue,Support,Pending
6e06ef9c-fc82-4c1e-bc71-bc6ced953177,5321a9ad-b248-484a-baec-6c594b599e87,0036cea4-ac15-4a2c-9bbf-abc9e6dcf23d,Technical Support,Policy issue,Support,Pending
ba22e973-de2f-4f4d-b7b3-5285607cd07c,a6b96855-e112-4351-9347-b21ba5722bbd,be2f9a54-d2b7-4ea9-a6a7-424f040e5b97,Billing Inquiry,Policy issue,Management,Closed
d8f78f3c-03f3-490f-9614-203c98a2b4a4,4dde6fe6-9d5a-43a4-8498-522ece514e19,3d337902-a266-4da9-a2f2-7ee961ea9200,Complaint,Policy issue,Support,Closed
9c04ca8e-0a0c-49b2-824f-10589eddd019,278c50da-ccde-4e68-a734-6729dc8a1709,1994bcd1-ad27-407e-942a-69beb4b629ca,Billing Inquiry,Customer request,Support,Resolved
ce0697f0-a6b7-4fbc-b1a5-744a82c8dc0a,1a7877ab-22fa-4888-bc7d-0955eb25dede,8acc0156-1faa-469b-ad22-98f6e92939b0,Billing Inquiry,Customer request,Specialist,Closed
53ff443d-3c8c-4483-b11b-167adb48411f,6e89c892-3653-4cbc-9243-9fb4a2f671af,c2507c2c-c63b-4a03-bd68-50be4a6e83fe,Technical Support,Customer request,Specialist,Closed
6d66be31-0691-4bf7-8235-1ece21329fbb,358701dd-8dbd-49b7-bf49-7c85582bdb21,b5091170-f3d3-492c-a428-f6ed75e99f37,Technical Support,Agent not skilled,Specialist,Pending
3afc4f15-ddae-4ac6-98cb-b93d2c688dd6,f589ae73-be0c-41dd-b188-4ef8cfb59510,10334282-8604-421f-91de-3ae3f3418005,Complaint,Policy issue,Management,Pending
38197b0b-ed2c-426c-b94b-9712e4d671af,38b58643-bd49-47f0-bde6-5b017d32d871,e2a71528-4d57-4aa3-8fff-5f64d5755cae,Technical Support,Agent not skilled,Specialist,Closed
